Unnamed: 0,SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,NumberOfTimes90DaysLate,NumberOfTime60-89DaysPastDueNotWorse,MonthlyIncome,NumberOfDependents
10075,0,54,2,0.170342,0,0,37500.0,3.0
10076,0,30,0,1756.0,0,0,1.0,0.0
10078,0,31,1,0.162653,0,0,2200.0,0.0
10079,0,38,0,0.535179,0,0,2600.0,3.0
10080,0,37,0,0.282674,0,0,7000.0,2.0
10081,0,36,1,0.290496,0,0,3166.0,1.0
10082,0,45,0,0.189733,0,0,9739.0,0.0
10084,0,31,0,0.330551,0,0,5750.0,0.0
10085,0,47,0,0.404052,0,0,11500.0,2.0
10086,0,52,1,0.30298,0,0,15000.0,1.0
10087,0,46,1,728.0,0,1,0.0,2.0
10089,0,39,1,0.382714,0,0,7080.0,2.0
10091,0,61,1,0.416083,0,0,7000.0,0.0
10092,0,44,0,0.418148,0,0,6975.0,1.0
10093,0,57,0,0.377756,0,0,7300.0,1.0
10095,0,57,0,0.332905,0,0,6998.0,1.0
10097,0,53,0,0.612798,0,0,5797.0,0.0
10098,0,45,0,0.15864,0,0,6000.0,2.0
10099,0,72,0,0.030328,0,0,6000.0,1.0
10101,0,61,0,0.019497,0,0,6000.0,0.0
10102,0,35,1,0.421116,0,0,3333.0,0.0
10104,0,65,1,0.868038,0,0,3500.0,0.0
10106,0,47,0,0.754366,0,0,11166.0,2.0
10107,0,65,1,0.138177,0,0,10500.0,0.0
10108,0,47,3,0.33479,0,0,6866.0,0.0
10109,0,43,0,3278.0,0,0,0.0,0.0
10110,0,43,4,1.022866,3,1,22259.0,0.0
10111,0,42,0,0.251809,0,0,5666.0,2.0
10112,0,68,0,0.258616,0,0,3916.0,0.0
10113,0,29,0,0.691745,0,0,3960.0,2.0
10114,0,46,0,0.186989,0,0,5625.0,4.0
10115,0,56,1,0.479062,0,0,13300.0,1.0
10116,0,44,1,0.190638,1,1,8224.0,2.0
10118,0,51,0,0.503704,0,0,13094.0,1.0
10120,0,57,0,0.001333,0,0,3000.0,1.0
10121,0,35,0,0.390765,0,0,7167.0,0.0
10122,0,49,0,0.55094,0,0,5054.0,0.0
10123,0,87,0,0.010724,0,0,1864.0,1.0
10125,0,33,0,0.732948,0,0,4500.0,0.0
10126,0,57,0,0.109633,0,0,4359.0,0.0
10127,0,61,0,0.320731,0,0,6400.0,0.0
10128,0,39,0,0.607708,0,0,5500.0,2.0
10129,0,63,4,0.376284,0,0,3600.0,0.0
10130,0,66,0,0.379387,0,0,6296.0,0.0
10131,0,59,0,0.164019,0,0,11583.0,1.0
10134,0,43,0,0.214444,0,0,22499.0,0.0
10135,0,39,0,0.002526,0,0,3166.0,0.0
10136,0,30,0,0.617165,0,0,7083.0,0.0
10137,0,49,0,0.313941,0,0,5465.0,0.0
10138,0,62,0,0.643111,0,0,6466.0,0.0
10139,0,44,1,0.429331,0,0,11666.0,4.0
10140,0,40,0,0.730317,0,0,2806.0,3.0
10142,0,54,0,1.062188,0,0,1800.0,0.0
10143,0,38,0,0.273973,0,0,10000.0,1.0
10144,0,48,0,0.300723,0,0,6500.0,1.0
10145,0,37,0,0.374209,0,0,3000.0,2.0
10146,0,72,0,0.068936,0,0,8166.0,0.0
10147,0,50,0,0.362584,0,0,24090.0,1.0
10148,0,77,0,0.528745,0,0,6000.0,0.0
10149,0,62,0,0.249646,0,0,8483.0,0.0
10150,0,81,0,0.808936,0,0,6400.0,0.0
10151,0,34,0,0.196641,0,0,2440.0,5.0
10152,0,57,0,0.658669,0,0,3125.0,0.0
10153,0,61,0,0.278289,0,0,5867.0,0.0
10154,0,30,0,0.16263,0,0,2600.0,0.0
10155,0,68,0,0.425335,0,0,8430.0,0.0
10157,0,27,0,0.274493,0,0,3500.0,2.0
10160,0,53,0,0.451816,0,0,3330.0,0.0
10162,0,55,0,0.280302,0,0,9000.0,1.0
10164,0,80,0,0.252942,0,0,7902.0,1.0
10165,0,45,0,0.030699,0,0,2833.0,0.0
10166,0,34,0,1.034152,0,0,2400.0,3.0
10167,0,42,0,0.70647,0,0,3600.0,1.0
10168,0,59,2,0.2719,0,0,6700.0,0.0
10169,0,63,0,1.256613,0,0,4800.0,0.0
10170,0,87,0,0.019108,0,0,6436.0,0.0
10171,0,75,0,0.14561,0,0,5500.0,0.0
10172,0,47,2,0.206098,0,0,7083.0,3.0
10173,0,65,0,0.26509,0,0,8200.0,1.0
10174,0,54,0,0.011425,0,0,3500.0,0.0
10175,0,31,0,0.516297,0,0,5000.0,0.0
10176,0,48,0,0.329414,0,0,9100.0,1.0
10177,0,37,0,0.838851,0,0,1600.0,1.0
10178,0,61,0,0.343654,0,0,5199.0,0.0
10179,0,57,0,1.64847,0,0,2417.0,0.0
10180,0,23,1,0.014461,0,0,898.0,0.0
10181,0,70,0,0.32208,0,0,8500.0,1.0
10183,0,47,3,0.259794,0,0,15800.0,0.0
10184,0,48,0,0.262165,0,1,6945.0,2.0
10185,0,42,0,0.468199,0,0,3175.0,0.0
10186,0,36,0,0.054885,0,0,4226.0,0.0
10187,0,45,0,0.382043,0,0,14233.0,2.0
10188,0,88,1,0.0,0,0,9265.0,0.0
10189,0,59,0,0.549863,0,0,4000.0,0.0
10190,0,27,0,0.007585,0,0,5800.0,0.0
10191,0,46,0,0.378129,0,0,5952.0,3.0
10193,0,37,0,0.335185,0,0,9000.0,0.0
10194,0,54,1,0.076621,0,0,2035.0,2.0
10195,0,38,0,0.827564,0,0,4679.0,1.0
10196,0,56,1,0.003428,0,0,17500.0,3.0
10197,0,38,0,0.497301,0,0,5000.0,2.0
10198,0,55,0,0.294916,0,0,9500.0,2.0
10199,0,76,0,0.480049,0,0,10600.0,0.0
10202,0,34,0,0.840429,0,0,3076.0,0.0
10203,0,68,0,0.337465,0,0,2500.0,0.0
10204,0,61,0,0.852236,0,0,1833.0,0.0
10205,0,59,0,0.731842,0,0,3083.0,0.0
10206,0,64,0,0.33583,0,0,13750.0,1.0
10207,0,51,0,0.007998,0,0,3500.0,1.0
10210,0,60,0,0.478601,0,0,8808.0,3.0
10211,0,85,0,0.018557,0,0,3340.0,1.0
10212,0,37,1,0.067859,0,0,1900.0,0.0
10213,0,66,0,0.214393,0,0,2000.0,0.0
10216,0,55,0,0.227117,0,0,6128.0,0.0
10218,0,57,0,0.503928,0,0,7000.0,0.0
10219,0,40,0,0.324194,0,0,6236.0,3.0
10220,0,56,0,0.380247,0,0,10600.0,0.0
10221,0,77,0,0.413931,0,0,2253.0,0.0
10222,0,54,0,0.2509,0,0,9166.0,2.0
10223,0,27,0,0.179534,0,0,4416.0,0.0
10225,0,63,1,0.087569,0,0,5252.0,1.0
10226,0,33,0,0.498688,0,0,8000.0,0.0
10227,0,37,0,0.359698,0,0,4500.0,2.0
10228,0,77,0,0.559043,0,0,7900.0,0.0
10229,0,25,0,0.241099,0,0,2583.0,0.0
10230,0,60,0,0.522619,0,0,4000.0,0.0
10231,0,63,0,0.725153,0,0,3430.0,0.0
10232,0,66,0,0.717571,0,0,4000.0,0.0
10233,0,61,0,0.392322,0,0,12216.0,1.0
10234,0,48,1,0.088448,0,0,1107.0,2.0
10235,0,37,0,0.858785,0,0,4000.0,0.0
10236,0,33,0,0.139356,0,0,5833.0,0.0
10238,0,37,0,0.460616,0,0,2500.0,0.0
10239,0,71,0,0.564994,0,0,10500.0,1.0
10240,0,52,0,0.163459,0,0,6649.0,2.0
10242,0,51,0,0.56873,0,0,2487.0,1.0
10243,0,46,0,0.118405,0,0,5666.0,1.0
10244,0,26,2,0.169183,0,0,1920.0,0.0
10245,0,51,0,0.101414,0,0,7000.0,0.0
10247,0,72,0,1189.0,0,0,0.0,0.0
10248,0,40,0,45.0,0,0,0.0,0.0
10249,0,36,0,0.043175,0,0,8175.0,4.0
10250,0,75,0,0.463578,0,0,4035.0,0.0
10251,0,61,0,0.197544,0,0,5537.0,1.0
10252,0,34,0,0.130535,0,0,8242.0,0.0
10253,0,32,0,1.134522,0,0,1850.0,1.0
10255,0,44,0,0.144056,0,0,8100.0,3.0
10256,0,42,0,1.225011,0,0,2270.0,2.0
10257,0,67,0,0.553423,0,0,3490.0,1.0
10259,0,52,0,0.140844,0,0,10500.0,0.0
10260,0,74,0,0.001777,0,0,4500.0,0.0
10261,0,39,0,0.58469,0,0,3500.0,1.0
10262,0,25,0,0.165081,0,0,1786.0,0.0
10263,0,37,0,0.553415,0,0,9500.0,1.0
10264,0,42,0,0.471371,0,0,7439.0,0.0
10266,0,55,0,0.958208,0,0,5000.0,0.0
10267,0,40,0,0.261656,1,0,1436.0,0.0
10269,0,44,0,0.014496,0,0,4000.0,3.0
10271,0,45,0,0.494757,0,0,11061.0,2.0
10272,0,34,0,0.370257,0,1,5217.0,2.0
10273,0,70,0,0.0,0,0,2473.0,0.0
10274,0,37,0,0.564257,0,0,4800.0,1.0
10276,0,49,0,1.093201,0,0,1308.0,1.0
10277,0,52,0,0.226804,0,0,3200.0,0.0
10278,0,77,0,0.292223,0,0,2545.0,0.0
10279,0,34,0,0.01324,0,0,1283.0,0.0
10280,0,50,0,0.410598,0,0,6000.0,0.0
10282,0,55,1,0.652793,0,0,8000.0,0.0
10283,0,57,0,0.297906,0,0,8166.0,0.0
10284,0,71,0,0.349833,0,0,5999.0,0.0
10285,0,56,0,0.078539,0,0,16042.0,3.0
10286,0,38,1,0.459167,0,0,2497.0,0.0
10288,0,35,1,0.186893,0,0,3600.0,2.0
10289,0,43,0,0.063498,0,1,5133.0,1.0
10290,0,53,0,0.278197,0,0,5833.0,0.0
10291,0,35,0,0.667822,0,0,7790.0,0.0
10293,0,27,0,0.208661,0,0,2539.0,0.0
10295,0,48,2,0.358771,0,1,12500.0,0.0
10296,0,36,0,0.4087,0,0,5700.0,0.0
10298,0,51,0,0.49609,0,0,12916.0,3.0
10299,0,29,0,0.263396,0,0,3750.0,1.0
10300,0,51,0,0.751295,0,0,6565.0,0.0
10302,0,47,0,0.725329,0,0,6221.0,2.0
10303,0,47,0,0.242263,0,0,7916.0,0.0
10306,0,48,0,0.180242,0,0,3056.0,1.0
10307,0,43,0,0.388182,0,0,6599.0,0.0
10308,0,82,0,0.001999,0,0,2000.0,0.0
10309,0,43,0,0.370023,0,0,9166.0,3.0
10310,0,37,0,0.614731,0,0,6122.0,2.0
10311,0,60,0,0.298175,0,0,6958.0,0.0
10312,0,42,0,0.639337,0,0,8500.0,1.0
10313,0,35,0,0.314513,0,0,6800.0,0.0
10314,0,30,0,0.268527,0,0,11145.0,0.0
10315,0,63,0,0.310741,0,0,13750.0,0.0
10316,0,33,1,0.116387,0,0,2800.0,0.0
10317,0,58,0,0.191441,0,0,18600.0,0.0
10319,0,30,3,886.0,0,0,0.0,1.0
10320,0,54,0,0.650564,0,0,14800.0,3.0
10321,0,48,0,0.27791,0,0,12611.0,3.0
10323,0,47,1,1729.0,0,0,0.0,0.0
10324,0,32,0,0.308569,0,0,10000.0,2.0
10325,0,50,0,1.082025,0,0,4266.0,0.0
10326,0,27,0,0.090623,0,0,5726.0,0.0
10327,0,56,0,0.480711,0,0,3602.0,2.0
10328,0,43,0,0.482294,0,0,4009.0,0.0
10329,0,37,0,0.733645,0,0,5563.0,2.0
10330,0,52,0,5.733533,0,0,333.0,0.0
10331,0,67,0,0.005166,0,0,6000.0,1.0
10332,0,50,0,0.669126,0,0,4200.0,1.0
10333,0,57,0,0.125844,0,0,6666.0,1.0
10335,0,23,0,0.007968,0,0,501.0,0.0
10337,0,67,0,0.373992,0,0,1983.0,0.0
10338,0,51,0,0.465586,0,0,3762.0,0.0
10339,0,44,0,0.196637,0,0,11833.0,3.0
10341,0,67,0,0.527547,0,0,7350.0,1.0
10342,0,47,0,0.463929,0,0,3700.0,0.0
10343,0,48,7,0.501738,0,3,8916.0,2.0
10344,0,27,0,0.15676,0,0,1900.0,0.0
10346,0,52,0,0.250943,0,0,5833.0,2.0
10347,0,25,0,0.010056,0,0,894.0,0.0
10348,0,49,0,0.366512,0,0,6700.0,2.0
10350,0,40,0,1.579545,0,0,1583.0,0.0
10351,0,50,0,0.764427,0,0,6948.0,2.0
10352,0,54,0,0.322366,0,0,2400.0,0.0
10353,0,62,0,1.628748,0,0,2100.0,0.0
10354,0,41,0,0.394951,0,0,8000.0,0.0
10355,0,38,0,1.053038,0,0,1036.0,0.0
10357,0,56,0,0.37218,0,0,2925.0,0.0
10358,0,44,0,0.533812,0,0,3341.0,2.0
10359,0,59,0,0.177195,0,0,10400.0,0.0
10360,0,44,0,0.172716,0,0,7300.0,3.0
10361,0,54,0,0.169074,0,0,4500.0,0.0
10362,0,71,0,0.170666,0,0,3333.0,0.0
10363,0,59,0,0.138665,0,0,3100.0,1.0
10364,0,73,0,0.335827,0,0,7083.0,0.0
10365,0,65,0,0.472856,0,0,5083.0,0.0
10366,0,35,0,0.212454,0,0,7916.0,0.0
10368,0,60,0,0.309022,0,0,8500.0,2.0
10370,0,24,0,0.0,0,0,1.0,0.0
10371,0,51,0,0.359323,0,0,7566.0,2.0
10372,0,50,0,0.264797,0,0,16083.0,0.0
10373,0,64,2,0.411417,0,0,11000.0,2.0
10374,0,57,0,0.249312,0,0,4720.0,0.0
10375,0,65,2,0.219472,0,0,8401.0,0.0
10376,0,34,0,0.008041,0,0,8083.0,0.0
10378,0,32,0,0.207063,0,0,6200.0,3.0
10379,0,69,0,0.218932,0,0,5334.0,0.0
10380,0,39,1,0.478441,0,0,5078.0,0.0
10381,0,59,0,0.174008,0,0,3200.0,0.0
10382,0,64,0,0.010384,0,0,7414.0,0.0
10383,0,56,2,0.493001,0,0,12500.0,0.0
10385,0,65,0,0.294095,0,0,5300.0,0.0
10386,0,78,0,0.009561,0,0,2300.0,0.0
10387,0,30,0,0.490776,0,0,5040.0,0.0
10388,0,37,0,0.023033,0,0,37250.0,0.0
10389,0,71,0,0.329427,0,0,7934.0,0.0
10390,0,42,0,11.921053,0,0,151.0,3.0
10391,0,65,0,0.494951,0,0,6040.0,0.0
10392,0,25,0,0.059433,0,0,1833.0,0.0
10394,0,62,0,0.261806,0,0,14250.0,2.0
10396,0,53,1,0.011706,0,0,8200.0,1.0
10397,0,37,0,0.237257,0,0,9200.0,3.0
10398,0,38,0,0.363371,0,0,9920.0,4.0
10399,0,23,0,0.100999,1,0,900.0,0.0
10401,0,48,0,0.142455,0,0,3200.0,0.0
10402,0,47,2,0.343413,0,0,12500.0,2.0
10403,0,61,0,0.236569,0,0,7333.0,2.0
10405,0,73,0,0.006081,0,0,9866.0,0.0
10407,0,56,0,0.498908,0,0,1831.0,1.0
10408,0,35,0,0.180414,0,0,6667.0,1.0
10410,0,56,0,0.0,0,0,3750.0,0.0
10411,0,60,0,0.355596,0,0,19628.0,1.0
10412,0,61,0,28.0,0,0,0.0,0.0
10414,0,66,0,0.010396,0,0,2500.0,0.0
10415,0,35,0,0.400518,0,0,9644.0,0.0
10416,0,56,0,0.436284,0,0,5500.0,1.0
10417,0,61,0,1.262123,0,0,6000.0,0.0
10419,0,63,0,0.097505,0,0,3886.0,0.0
10420,0,64,0,0.418122,0,0,3950.0,1.0
10421,0,45,0,2196.0,0,0,0.0,2.0
10422,0,62,1,0.391026,0,0,2027.0,1.0
10423,0,40,0,0.266075,0,0,4167.0,0.0
10424,0,64,0,0.277921,0,0,3500.0,0.0
10425,0,87,0,0.015492,0,0,2000.0,0.0
10426,0,69,0,0.177763,0,0,9236.0,0.0
10427,0,57,0,0.05254,3,1,6889.0,1.0
10428,0,33,0,0.72994,0,0,2180.0,0.0
10431,0,43,0,0.094525,0,0,5278.0,0.0
10432,0,50,0,0.921883,0,0,2060.0,1.0
10433,0,38,0,0.323346,0,0,8476.0,3.0
10435,0,58,0,0.299579,0,0,12600.0,3.0
10436,0,34,0,1.016349,0,0,1100.0,1.0
10438,0,58,0,0.246863,0,0,14582.0,2.0
10439,0,37,0,0.265516,0,0,8281.0,2.0
10440,0,37,0,0.391364,0,0,2917.0,4.0
10441,0,56,1,0.453919,0,0,7833.0,0.0
10442,0,52,3,0.457542,1,0,3367.0,1.0
10443,0,45,0,0.006321,0,0,9333.0,2.0
10445,0,30,0,0.685704,0,0,5322.0,1.0
10446,0,38,0,0.299703,0,0,13816.0,2.0
10447,0,61,2,0.114162,0,0,4370.0,1.0
10448,0,63,0,0.241509,0,0,9833.0,1.0
10449,0,61,0,0.246381,0,0,6355.0,0.0
10450,0,53,2,0.331667,0,0,10000.0,2.0
10451,0,49,1,0.300632,0,0,15350.0,2.0
10452,0,86,0,0.006799,0,0,5000.0,0.0
10453,0,51,0,0.460715,0,0,10270.0,0.0
10454,0,35,0,0.743851,0,0,3333.0,0.0
10455,0,29,0,0.262639,0,1,2333.0,0.0
10456,0,25,1,0.02035,0,0,2800.0,0.0
10457,0,75,0,0.556772,0,0,4200.0,1.0
10458,0,24,1,0.879415,0,0,820.0,0.0
10459,0,51,0,0.602554,0,0,2583.0,2.0
10460,0,43,0,0.334358,0,0,1300.0,0.0
10461,0,34,0,0.303636,0,0,6655.0,2.0
10462,0,48,0,0.3955,0,0,13200.0,1.0
10463,0,36,1,0.00088,0,0,10230.0,0.0
10464,0,50,0,0.607413,0,0,11250.0,2.0
10466,0,60,0,0.787513,0,0,3811.0,0.0
10467,0,47,0,0.355794,0,0,2700.0,2.0
10468,0,61,0,0.652923,0,0,7833.0,2.0
10469,0,54,0,0.482363,0,0,2267.0,0.0
10471,0,40,0,0.177255,0,0,4800.0,0.0
10472,0,42,0,0.52949,0,0,3000.0,2.0
10473,0,53,0,0.251818,0,0,6186.0,3.0
10474,0,66,0,0.00234,0,0,4700.0,0.0
10475,0,31,0,0.625078,1,0,4800.0,0.0
10477,0,39,0,0.875106,0,2,5900.0,2.0
10478,0,59,0,0.2514,0,0,19637.0,0.0
10480,0,55,0,0.4193,0,0,10600.0,2.0
10481,0,75,0,0.001588,0,0,5668.0,1.0
10483,0,44,0,0.410027,0,0,9952.0,2.0
10484,0,31,0,0.32449,0,0,7500.0,1.0
10485,0,52,1,0.264929,0,0,14350.0,1.0
10487,0,56,0,0.338844,0,0,6713.0,0.0
10488,0,38,1,0.060384,0,0,7650.0,1.0
10489,0,54,0,0.513017,0,0,17745.0,0.0
10490,0,54,0,0.528482,0,0,4300.0,2.0
10491,0,70,1,0.218659,0,0,9914.0,0.0
10492,0,55,0,0.264162,0,0,5083.0,0.0
10493,0,56,0,0.398815,1,0,5736.0,0.0
10494,0,81,0,0.002149,0,0,2326.0,0.0
10495,0,61,0,0.010291,0,0,13700.0,2.0
10496,0,75,0,1215.0,0,0,0.0,1.0
10497,0,68,0,0.210456,0,0,17100.0,1.0
10498,0,35,1,0.16171,0,0,4000.0,0.0
10499,0,75,0,0.000637,0,0,7846.0,0.0
10500,0,62,0,0.761082,0,0,3473.0,0.0
10501,0,44,0,0.193567,0,0,12000.0,0.0
10502,0,44,0,0.441846,0,0,8167.0,1.0
10504,0,68,0,0.187784,0,0,5500.0,0.0
10505,0,29,1,0.370315,3,0,2000.0,0.0
10506,0,56,0,0.120789,1,0,2789.0,1.0
10507,0,73,0,0.142672,0,0,3090.0,0.0
10508,0,67,0,0.283145,0,0,6893.0,0.0
10509,0,60,9,0.8013,1,1,4000.0,3.0
10513,0,24,0,0.114971,0,0,4000.0,0.0
10514,0,26,0,0.284318,0,0,2250.0,0.0
10515,0,44,0,0.583633,2,0,4166.0,0.0
10518,0,63,0,0.044636,0,0,8333.0,1.0
10519,0,41,0,0.228489,0,0,9750.0,3.0
10520,0,54,0,0.619451,0,0,9325.0,1.0
10521,0,44,0,0.254495,0,0,12180.0,0.0
10522,0,34,0,0.655144,0,0,2400.0,0.0
10523,0,68,0,0.084604,0,0,2032.0,0.0
10524,0,47,0,0.166871,0,0,8958.0,3.0
10525,0,78,0,0.075494,0,0,12000.0,1.0
10526,0,53,1,0.048359,0,0,11000.0,0.0
10527,0,40,0,0.484671,0,0,12100.0,0.0
10528,0,63,0,0.001613,0,0,3719.0,0.0
10530,0,34,0,0.48887,0,0,5929.0,0.0
10532,0,24,0,0.173375,1,0,3800.0,0.0
10534,0,76,0,0.715809,0,0,3750.0,1.0
10535,0,72,0,0.006959,0,0,4166.0,0.0
10536,0,40,0,0.091136,0,0,800.0,0.0
10537,0,62,1,0.302408,0,0,3405.0,1.0
10538,0,68,0,0.449909,0,0,10450.0,0.0
10540,0,28,0,0.0,0,0,5200.0,0.0
10541,0,34,0,0.079372,0,0,4333.0,0.0
10543,0,58,0,0.558427,0,0,5416.0,1.0
10544,0,33,0,0.907168,0,0,850.0,1.0
10545,0,81,0,0.257172,0,0,5890.0,1.0
10546,0,40,0,0.151539,0,0,3800.0,0.0
10548,0,44,0,0.474021,0,0,2501.0,0.0
10549,0,65,0,0.323584,0,0,8615.0,1.0
10550,0,28,0,0.258157,0,0,2083.0,0.0
10551,0,62,0,0.553393,0,0,7500.0,0.0
10552,0,74,0,0.169517,0,0,5320.0,0.0
10553,0,71,0,0.128484,0,0,8000.0,0.0
10554,0,32,0,0.710541,0,0,1792.0,0.0
10555,0,35,0,0.05786,0,0,5737.0,1.0
10556,0,59,0,0.34387,0,0,14583.0,1.0
10557,0,38,0,0.41209,0,0,4333.0,0.0
10558,0,55,0,0.128194,0,0,4500.0,0.0
10559,0,66,0,0.183977,0,0,8000.0,1.0
10560,0,46,0,0.29257,0,0,4750.0,0.0
10561,0,71,0,0.006747,0,0,8744.0,0.0
10562,0,53,0,0.001828,0,0,8750.0,0.0
10564,0,62,0,0.733707,0,0,2500.0,0.0
10565,0,32,0,0.103948,0,0,2000.0,0.0
10567,0,32,0,0.177137,0,0,6000.0,0.0
10568,0,85,0,0.002666,0,0,6000.0,0.0
10569,0,37,0,0.146887,0,0,8400.0,1.0
10570,0,26,1,0.084963,0,0,4448.0,1.0
10571,0,88,0,0.45918,0,0,3000.0,0.0
10572,0,47,1,0.016325,0,0,3613.0,3.0
10573,0,39,0,0.579887,0,0,7616.0,0.0
10574,0,31,0,0.790044,0,0,4800.0,0.0
10575,0,62,0,0.003198,0,0,4377.0,0.0
10576,0,39,0,0.918482,0,0,4820.0,0.0
10577,0,50,0,0.027847,0,0,2800.0,0.0
10578,0,34,0,0.0,2,0,1200.0,0.0
10579,0,56,0,0.00026,0,0,7700.0,0.0
10581,0,44,1,0.007597,0,0,2500.0,0.0
10582,0,44,0,0.250086,0,0,5841.0,2.0
10584,0,52,0,0.363439,0,0,6000.0,2.0
10585,0,47,0,0.59984,0,0,3750.0,4.0
10587,0,55,0,0.238901,0,0,7500.0,0.0
10589,0,65,0,0.294082,0,0,4967.0,0.0
10590,0,38,0,0.314429,0,0,5800.0,0.0
10591,0,77,0,0.091079,0,0,2667.0,0.0
10592,0,39,0,0.94915,0,0,6587.0,0.0
10593,0,57,3,0.350897,1,0,6300.0,2.0
10594,0,50,0,0.132658,0,0,10560.0,4.0
10595,0,64,0,0.311426,0,0,11000.0,1.0
10596,0,45,0,9260.0,0,0,0.0,4.0
10597,0,52,0,0.642687,0,0,2098.0,0.0
10598,0,61,0,0.189466,0,0,4100.0,0.0
10599,0,48,0,0.293305,0,0,10500.0,0.0
10600,0,36,0,0.138191,0,0,7040.0,0.0
10601,0,43,0,0.289944,0,0,5200.0,4.0
10602,0,36,0,0.329721,0,0,15500.0,1.0
10603,0,26,0,0.497389,0,0,2297.0,4.0
10604,0,61,0,0.605693,0,0,4039.0,0.0
10605,0,57,0,0.372663,0,0,10000.0,2.0
10606,0,48,0,0.361089,0,0,6172.0,0.0
10607,0,81,0,0.16196,0,0,4000.0,0.0
10608,0,52,0,0.258387,0,0,1400.0,1.0
10609,0,67,0,0.000363,0,0,8260.0,0.0
10611,0,32,0,0.387551,0,0,2200.0,0.0
10612,0,22,3,1.577345,0,0,820.0,0.0
10613,0,56,0,0.730924,0,0,2738.0,0.0
10614,0,49,0,0.85243,0,0,3333.0,0.0
10615,0,47,0,0.252338,0,0,5345.0,1.0
10617,0,49,0,0.2997,0,0,6332.0,1.0
10621,0,64,0,0.639149,0,0,3100.0,0.0
10623,0,25,0,0.060642,0,0,840.0,0.0
10624,0,38,0,0.014238,2,0,6250.0,0.0
10625,0,51,0,0.153852,0,0,12420.0,2.0
10626,0,68,0,0.368798,0,0,11024.0,1.0
10627,0,28,0,0.346922,0,0,1250.0,1.0
10629,0,74,0,0.0,0,0,3000.0,0.0
10630,0,37,0,0.25,0,0,623.0,0.0
10631,0,55,0,0.192374,0,0,7500.0,0.0
10632,0,36,0,0.637301,0,0,3200.0,1.0
10633,0,60,0,0.544943,0,0,5150.0,0.0
10634,0,29,0,0.285567,0,0,5833.0,0.0
10635,0,31,2,0.268061,0,0,12000.0,0.0
10637,0,64,0,0.313625,0,0,5834.0,1.0
10638,0,57,0,0.28579,0,0,3750.0,0.0
10640,0,81,0,0.001905,0,0,10500.0,0.0
10642,0,44,0,0.714983,0,0,3276.0,2.0
10643,0,62,0,0.009398,0,0,5000.0,0.0
10644,0,44,1,0.204159,0,0,10050.0,3.0
10645,0,39,0,0.412698,0,0,8000.0,2.0
10646,0,41,0,0.429551,0,0,5833.0,2.0
10647,0,46,0,0.236617,0,0,8667.0,2.0
10648,0,56,0,0.367701,0,0,10600.0,3.0
10649,0,41,0,0.829553,0,0,6083.0,0.0
10650,0,35,0,0.239035,0,0,7500.0,0.0
10651,0,32,0,0.232442,0,0,4000.0,0.0
10652,0,43,0,0.521739,0,0,2920.0,3.0
10653,0,52,0,0.262285,0,0,11700.0,2.0
10656,0,59,0,0.700117,0,0,2560.0,0.0
10657,0,68,0,0.139942,0,0,2400.0,0.0
10658,0,69,0,0.319382,0,0,5566.0,0.0
10659,0,50,0,0.273157,0,0,11000.0,0.0
10660,0,54,0,0.245094,0,0,2700.0,0.0
10662,0,40,0,0.063443,0,0,5500.0,1.0
10663,0,63,0,0.067506,0,0,3732.0,0.0
10664,0,30,0,0.167305,0,0,6000.0,0.0
10665,0,42,0,0.322534,0,0,12500.0,1.0
10667,0,32,0,0.652287,0,0,5400.0,0.0
10668,0,51,0,0.663894,0,0,600.0,2.0
10669,0,38,0,0.828021,0,0,8000.0,3.0
10673,0,46,0,0.348081,0,0,8000.0,0.0
10674,0,60,0,0.583152,0,0,8249.0,0.0
10675,0,45,2,1.254303,0,0,3892.0,1.0
10676,0,45,0,0.499924,0,0,6600.0,0.0
10677,0,65,0,0.870762,0,0,6429.0,0.0
10678,0,56,0,0.155844,0,0,1000.0,2.0
10680,0,78,0,0.002417,0,0,3309.0,0.0
10681,0,63,0,0.000567,0,0,8815.0,0.0
10682,0,39,0,0.564487,0,0,5000.0,0.0
10684,0,76,0,0.210581,0,0,1927.0,0.0
10685,0,63,0,0.502026,0,0,3700.0,1.0
10687,0,42,0,0.223111,0,0,7000.0,2.0
10688,0,52,0,0.331018,0,0,9500.0,3.0
10690,0,40,0,0.320307,0,0,9237.0,2.0
10691,0,74,0,36.0,0,0,0.0,0.0
10692,0,32,0,248.0,0,0,1.0,4.0
10693,0,71,0,0.226955,0,0,5000.0,0.0
10694,0,21,0,0.0,0,0,280.0,0.0
10696,0,62,0,0.62943,0,0,7250.0,0.0
10698,0,45,0,0.201161,0,0,14982.0,1.0
10699,0,72,0,0.220662,0,0,4200.0,1.0
10700,0,79,0,0.003196,0,0,10011.0,0.0
10701,0,48,1,0.304987,0,0,9583.0,2.0
10703,0,44,0,0.133616,0,0,11300.0,1.0
10704,0,49,0,0.44089,0,0,4000.0,2.0
10705,0,54,0,0.226297,0,0,9270.0,0.0
10706,0,66,0,0.377531,0,0,6666.0,0.0
10709,0,55,0,0.302223,0,0,9760.0,2.0
10711,0,70,0,0.220395,0,0,4500.0,0.0
10712,0,61,0,0.533904,0,0,1400.0,0.0
10713,0,57,0,0.245349,0,0,5750.0,0.0
