heat,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12
29.43,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,9.5,4500
29.51,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,2.5,4000
29.6,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,11.5,700
29.64,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,4.5,3000
29.73,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,14.0,4500
29.75,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,6.0,4000
29.76,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,0.0,4500
29.8,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,9.0,3500
29.82,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.0,5000
29.83,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,11.5,100
29.96,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,11.0,1000
29.97,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,1500
30.01,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,2.0,5000
30.04,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,2.0,5000
30.05,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,6.5,1500
30.09,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,2.5,3500
30.1,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.0,2500
30.1,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,6.0,2500
30.11,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.0,4200
30.17,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.5,3000
30.18,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,7.5,2500
30.18,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.5,2000
30.28,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.5,1000
30.31,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,7.5,5000
30.33,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,1.0,4000
30.36,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.5,2000
30.41,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.0,100
30.44,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,4.5,2000
30.48,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,700
30.48,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,700
30.48,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.0,700
30.56,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,16.0,2000
30.56,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,2500
30.56,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.0,2500
30.6,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,10.0,4500
30.65,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,1000
30.65,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,1000
30.65,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.5,4200
30.65,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,1500
30.65,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,1500
30.66,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.0,1500
30.67,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.0,100
30.75,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.5,2000
30.75,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,7.5,2000
30.76,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.0,3500
30.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.5,4000
30.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.5,4000
30.81,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.5,4000
30.84,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.5,2500
30.89,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.5,2500
30.97,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.0,2000
30.99,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,11.5,2000
31.0,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.0,100
31.0,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,9.5,2500
31.03,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,11.0,1500
31.1,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,2000
31.1,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,16.5,2000
31.11,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,1000
31.12,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,1000
31.12,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,12.0,3000
31.13,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,4500
31.13,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,4500
31.13,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,0.5,4500
31.17,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,11.5,100
31.17,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,7.5,3000
31.2,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,2.0,4000
31.22,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,0.5,4000
31.24,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.5,2000
31.25,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,11.0,3000
31.28,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.0,1000
31.29,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,9.0,3500
31.3,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,4.5,4000
31.32,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,19.0,1000
31.34,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,12.5,700
31.34,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,3.5,3500
31.36,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,1500
31.36,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.0,1500
31.36,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.0,2000
31.36,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.0,2000
31.38,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,3.5,3500
31.52,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.0,1500
31.55,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,14.0,2500
31.66,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,7.0,1500
31.68,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,12.0,1000
31.78,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,5.0,4500
31.83,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.5,3500
31.83,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,15.5,3500
31.84,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,7.0,2500
31.89,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,5.0,2000
31.92,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,5000
31.92,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,1.5,5000
31.93,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,13.5,1500
31.96,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,13.0,4000
31.96,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,13.0,4000
32.01,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,15.0,4500
32.03,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,11.5,1000
32.1,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.5,100
32.11,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,2500
32.11,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,9.5,2500
32.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,100
32.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,11.5,100
32.15,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,2000
32.15,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.0,2000
32.15,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,4000
32.15,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,3.5,4000
32.18,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,16.0,100
32.18,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,15.0,2500
32.2,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,1500
32.2,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.0,1500
32.22,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.5,2500
32.22,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.5,2500
32.22,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.5,2500
32.22,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.0,1000
32.22,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,15.0,1000
32.24,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,4200
32.25,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,4.5,3000
32.31,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.0,2000
32.31,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,8.0,2000
32.35,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,13.0,5000
32.35,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,13.0,5000
32.39,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,11.5,2000
32.4,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,3.0,4500
32.43,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,5.0,3500
32.47,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,8.0,2000
32.49,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,8.5,2000
32.49,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,10.0,1500
32.51,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,100
32.51,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,100
32.51,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,11.0,100
32.51,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.5,1000
32.53,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.0,4500
32.53,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.0,4500
32.53,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,6.0,4500
32.56,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,2.5,3500
32.56,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,15.5,2000
32.62,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.0,1000
32.62,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.0,1000
32.64,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,9.0,2000
32.68,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,5000
32.68,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,3.0,5000
32.68,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,5000
32.68,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,5000
32.68,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,3.0,5000
32.69,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,10.5,1500
32.7,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,2.5,4500
32.71,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,11.5,1000
32.73,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,3.0,5000
32.74,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,8.5,5000
32.77,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,12.5,3000
32.8,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.5,1500
32.8,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,13.5,1500
32.82,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,12.5,1500
32.82,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,18.0,2000
32.86,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,3.5,4000
32.9,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.0,100
32.91,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,16.0,3500
32.92,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,1.5,3500
32.94,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,10.5,1500
32.95,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.0,1500
32.99,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,9.0,1500
33.0,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,5.5,2500
33.04,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,6.0,3500
33.06,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,3.0,4200
33.06,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,10.5,100
33.1,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,3.5,4500
33.12,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,100
33.19,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,10.0,3500
33.2,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,16.0,100
33.21,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,12.0,100
33.23,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,6.5,2500
33.25,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,100
33.25,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,12.0,100
33.26,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.0,1500
33.28,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.0,3500
33.29,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.0,4000
33.31,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,8.5,1500
33.32,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,10.0,2000
33.32,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,5.5,3500
33.36,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,17.5,2000
33.37,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,4.5,3000
33.4,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,5.0,4000
33.45,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,20.0,1000
33.49,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,5.5,3000
33.56,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,2.5,4000
33.57,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,9.5,2000
33.64,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,8.0,3000
33.67,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,5000
33.67,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,1.0,5000
33.69,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.5,100
33.7,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,4000
33.7,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,4000
33.7,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,1.0,4000
33.7,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.0,2500
33.71,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,9.5,1000
33.73,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,4.0,3500
33.77,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.0,3500
33.77,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,4.0,3500
33.78,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,6.5,3500
33.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,2000
33.78,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,16.0,2000
33.81,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,8.0,2500
33.82,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,2000
33.82,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,2000
33.82,nominal3,nominal10,nominal21,2996,84.0,87.0,6,105,130,8.0,2000
33.86,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,2500
33.86,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,6.5,2500
33.86,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,19.5,1500
33.93,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,6.0,3500
33.94,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.0,3000
33.97,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.5,2500
33.97,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,10.5,2500
33.97,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,2000
33.97,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,12.5,2000
33.98,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,8.5,1500
33.99,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,3.5,3500
33.99,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,8.0,4000
33.99,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,8.0,4000
33.99,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,8.0,4000
34.0,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,12.0,1000
34.06,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,15.5,1000
34.06,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,1.0,4200
34.08,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,14.0,1500
34.09,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,10.5,1500
34.1,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,2.5,4500
34.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,5000
34.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,5000
34.11,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,2.0,5000
34.12,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,3000
34.12,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,13.0,3000
34.13,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1000
34.16,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.5,100
34.16,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.5,100
34.16,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,18.5,100
34.17,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,1000
34.17,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.0,1000
34.18,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,5.5,3000
34.25,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.5,4500
34.25,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,11.5,4500
34.26,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,3.5,3500
34.27,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.0,1500
34.32,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,9.0,2000
34.33,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,1.5,4500
34.34,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,5.5,3000
34.34,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,8.5,3000
34.35,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,14.0,2500
34.38,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,8.0,3000
34.38,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,16.0,4500
34.43,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,6.0,4500
34.43,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,6.0,4500
34.46,nominal4,nominal20,nominal24,1858,92.4,80.0,4,105,140,18.0,2000
34.47,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,4500
34.47,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,0.5,4500
34.47,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,4500
34.47,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,0.5,4500
34.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,2500
34.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,2500
34.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,2500
34.48,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,9.0,2500
34.51,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,1500
34.51,nominal4,nominal12,nominal24,2686,88.34,88.0,4,105,130,14.5,1500
34.51,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,14.5,1500
34.52,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,18.0,1500
34.64,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,12.0,1000
34.69,nominal4,nominal18,nominal24,4664,89.4,81.5,10,105,130,4.0,3000
34.74,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,6.0,4500
34.74,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,6.0,4500
34.77,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,7.0,2500
34.78,nominal4,nominal19,nominal22,799,79.0,65.5,3,105,130,14.0,5000
34.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.5,3500
34.79,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,9.5,3500
34.82,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,11.0,1500
34.82,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,7.5,2000
34.84,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,5000
34.84,nominal3,nominal8,nominal21,2155,86.6,89.0,4,105,130,2.5,5000
34.85,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,8.0,4000
34.85,nominal4,nominal20,nominal23,1689,84.0,80.0,4,105,140,8.0,4000
34.87,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,13.0,3000
34.9,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,3.5,3500
34.94,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,10.5,1000
34.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,1500
34.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,1500
34.94,nominal4,nominal14,nominal24,3996,86.0,86.0,8,105,9999,8.0,1500
34.95,nominal3,nominal5,nominal21,2299,92.4,89.0,4,105,130,3.0,4500
34.96,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,20.0,1500
34.99,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.5,4500
34.99,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,5.5,4500
34.99,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,5.0,5000
35.05,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,6.5,3500
35.08,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,2500
35.08,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,7.5,2500
35.19,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,3500
35.19,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,3500
35.19,nominal4,nominal15,nominal24,1866,89.4,81.5,4,105,130,11.0,3500
35.23,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,15.0,700
35.24,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.5,1000
35.24,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,13.5,1000
35.26,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,4000
35.26,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,4000
35.26,nominal4,nominal14,nominal22,3996,86.0,86.0,8,105,130,1.5,4000
35.29,nominal4,nominal6,nominal22,2874,92.4,89.0,5,105,130,10.5,2500
35.31,nominal3,nominal7,nominal21,2996,84.0,87.0,6,105,130,5.0,3000
35.33,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,3000
35.33,nominal3,nominal9,nominal21,2497,84.0,87.0,5,105,130,7.0,3000
35.35,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,13.0,2000
35.41,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,12.0,3000
35.48,nominal4,nominal16,nominal24,2798,89.4,81.5,6,105,130,11.0,2500
35.49,nominal3,nominal6,nominal21,2874,92.4,89.0,5,105,130,9.5,1500
35.52,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.0,4500
35.52,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.0,4500
35.52,nominal4,nominal20,nominal22,1267,84.0,80.0,3,105,130,12.0,4500
35.53,nominal4,nominal20,nominal22,1689,84.0,80.0,4,105,140,4.0,5000
35.53,nominal4,nominal20,nominal24,1689,84.0,80.0,4,105,140,4.0,5000
35.57,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,8.0,2500
35.62,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,1000
35.62,nominal4,nominal17,nominal24,3731,89.4,81.5,8,105,130,12.5,1000
35.64,nominal3,nominal10,nominal22,2996,84.0,87.0,6,105,130,5.5,3000
35.64,nominal4,nominal11,nominal24,2151,88.4,88.0,4,105,130,17.5,100
35.74,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1500
35.74,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1500
35.74,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1500
35.74,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,13.5,1500
35.77,nominal4,nominal13,nominal24,3226,88.4,88.0,6,105,130,4.0,3500
35.92,nominal3,nominal5,nominal21,1997,84.0,87.0,4,105,130,8.0,3000
35.92,nominal3,nominal6,nominal23,2497,84.0,87.0,5,105,130,9.0,2000
