HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
16.58713352869929,11.16335852031069,0.0,18.138922787925345,0,0.7191551776373909,6.39844164805722,99.27724757650637,1.8459951822340215,23,666,20.199936327390894,319.926681657999,15.106255103613242
16.726743648690913,11.07741398444043,0.0,18.08858565107014,0,0.7163308599899257,6.41748523074539,99.87314294516284,1.858080219760769,23,666,20.19974784937131,318.70504636956707,14.97513062329939
17.2,7.404,0.0,18.1,0,0.597,5.617,97.9,1.455,24,666,20.2,314.639,26.4
17.116885450463318,7.316759752027662,0.0,18.05074910926269,0,0.5967896391913778,5.628927461682322,97.88870384225058,1.4346040416016286,24,665,20.198859647218523,314.8389918981443,26.34136895358186
17.190759852469483,7.299493655405954,0.0,18.052563997299117,0,0.595849390598465,5.632126412449772,98.33211965489843,1.4722839137382246,23,665,20.199601888558213,314.5454486653277,26.38005460413518
17.270490973310405,7.341074790756908,0.0,18.00830655859866,0,0.5967898040987908,5.621595633567778,97.66260938481585,1.4625023695193995,23,666,20.20000412319931,314.9758216856452,26.402682252679416
17.65477574146341,3.673495590973137,0.0,18.127664818341213,0,0.7133985790715094,6.3731975834560615,88.25389219764624,2.570023539781262,23,665,20.200306194484778,390.9931764557409,14.56408669594835
17.649996886798398,3.6174876901527777,0.0,18.12451890941532,0,0.7144166035211111,6.370297971613956,88.74867481844657,2.5710401604669366,24,666,20.19872171684725,391.20322035911107,14.73239485534539
17.693241457064403,3.6801573502527134,0.0,18.096548186490036,0,0.710744008174203,6.377225917169208,88.31509753124426,2.584562869980301,23,666,20.200878298625494,391.7640009901219,14.583087022218463
17.598069947334743,3.582037940616866,0.0,18.167206010514136,0,0.7098440954863993,6.362189696156364,88.64102114260012,2.5740449824102893,24,665,20.199381967482037,390.62308031360556,14.771941688500222
17.85070237918526,8.140683998931305,0.0,18.173060541350992,0,0.7132424174741249,7.385141372441116,99.24735483333723,2.4470547068901185,24,666,20.199194894056962,375.2925913515679,16.835079066401264
17.762153024660773,8.273689279699198,0.0,18.071790181180013,0,0.7144318434751045,7.389255672693981,99.52778797595529,2.4608191640016113,23,665,20.199920806177154,374.261506431937,16.815389003484636
17.72157094286428,8.301354469931928,0.0,18.098855658649022,0,0.7126138422378631,7.403941399209002,99.50901210903697,2.4300620937774613,24,666,20.200610676166466,375.8332349149916,16.687230104757063
17.845855181977083,8.098205927922637,0.0,18.125011736207483,0,0.7153698802753303,7.378723180370812,99.3076797094729,2.44750853690564,23,665,20.20017688011177,375.54915966582513,16.708513221248232
19.1,4.422,0.0,18.1,0,0.584,6.003,94.5,2.54,24,666,20.2,331.289,21.32
19.047382106283976,4.342159228628548,0.0,18.13293139653436,0,0.5859858546549402,6.005411641262617,94.44097099625588,2.518724332223204,23,666,20.199755083629814,331.75239447367437,21.38209224410319
19.123236654162117,4.472925593088548,0.0,18.14870905933165,0,0.5853948648256531,5.995617567646165,94.16993177374917,2.5417515799317507,24,666,20.20077422703517,332.2789188856381,21.1982009584345
18.964009200527165,4.442961418326376,0.0,18.032231811314517,0,0.5799725014209974,6.0058891957085105,94.44905486232851,2.553283273414492,23,665,20.200199665696495,331.6636809434673,21.362698397817635
19.065972499629765,5.756201869759751,0.0,18.070686095448288,0,0.5844317301280217,6.126192507612598,79.92764574755107,3.539516691413059,24,665,20.200169571768075,393.1645021879757,15.064812239528921
19.066431795864407,5.689278582350254,0.0,18.124138968373057,0,0.584189153311366,6.117323739090012,79.85113446854723,3.5807965346502013,23,666,20.20006219479548,392.8333079435313,14.850511911059879
19.02664168158599,5.666235847517483,0.0,18.099278071362072,0,0.5829859952146991,6.115995182924963,79.12665987227362,3.5590659348323843,23,665,20.2003885443971,393.73063998105323,15.057014869940414
19.009558206858163,5.675521826887769,0.0,18.163859746934133,0,0.5822498337717819,6.129332075028628,80.22245258610921,3.5451458456396034,24,666,20.200389995138362,393.0285795666098,15.011430732522618
19.181042185996365,15.660252026885903,0.0,18.11265385157407,0,0.578167743434995,5.929726390487465,70.77496509776716,2.9217978693176616,23,666,20.200454778153397,369.81446626916136,18.026218000732953
19.198851047335886,15.587999572832707,0.0,18.074776348316696,0,0.5801624983258724,5.920684683566668,71.1248856858053,2.913385971535174,24,665,20.200449944363523,368.261817662725,18.270994467431084
19.131336386267773,15.543645783724319,0.0,18.194346371134603,0,0.5783593695288909,5.9268574016275695,70.5141412848311,2.89109692782914,23,666,20.199439720724296,368.672081982876,17.998941661866922
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
19.5,6.655,0.0,18.1,0,0.713,6.317,83.0,2.734,24,666,20.2,396.898,13.99
19.485053876595714,6.608504491412002,0.0,18.14389820906636,0,0.7139998228067731,6.318446461847147,82.53449222656856,2.7206969279961926,24,665,20.200983539261248,397.5098758146842,14.013971125006933
19.64367556847914,6.585262440216883,0.0,18.067276341582662,0,0.7106931204735555,6.3162777559534655,82.94375334834572,2.724312443274664,23,665,20.199843244593865,396.74216801141625,13.954336635978034
19.5,6.655,0.0,18.1,0,0.713,6.317,83.0,2.734,24,666,20.2,396.898,13.99
19.6,4.038,0.0,18.1,0,0.532,6.229,90.7,3.099,24,666,20.2,395.328,12.87
19.50292051704681,4.026842436371112,0.0,18.106272755987767,0,0.5313778046418524,6.235054540826235,90.60981004487599,3.0988516181876857,24,666,20.199779785907793,395.9589349183813,12.890027659036003
19.53299585739069,3.967003330839082,0.0,18.11269464173808,0,0.5296816637451996,6.209151792242504,90.35360811409251,3.0975591186966827,24,665,20.199810861703067,395.667981922807,12.803639121007528
19.739483979348407,4.057929846651913,0.0,18.119308368376185,0,0.5319632962010064,6.23262217865863,90.6321819232515,3.086444349240285,23,665,20.19960865238381,395.5568873615674,12.900659082871556
19.929440537122012,3.1327818789276902,0.0,18.058044452256553,0,0.6552413570638741,5.759532133977721,48.10206386634291,3.0663394245915936,24,665,20.20010144212673,334.5064919974261,14.091492849751726
20.068845539060458,3.18901581457512,0.0,18.044847994734,0,0.6541179298137166,5.770557099648205,48.863436972268694,3.061120258304619,24,665,20.20018885270861,333.75254676683267,14.000359467454343
19.860198896528612,3.171804534369082,0.0,18.075661439604602,0,0.6551308130520367,5.7477372002451235,47.595551832705674,3.0372210767740344,23,665,20.20053119047323,335.14935165974276,14.183884935336305
19.975888271187927,3.0804625347150814,0.0,18.1250749124316,0,0.6538682910463492,5.758838108346968,48.71086816261702,3.078191178028319,23,666,20.199766965613478,333.9287087903455,14.198182659685061
19.958112910870852,6.730023200666421,0.0,18.1,0,0.6187042481540355,6.205502295638247,84.29275228050253,3.276282152640716,24,666,20.2,396.898,16.33385473337207
19.847793798254127,4.399178832860929,0.0,18.146787734536076,0,0.5794350259249785,6.15402866846942,84.04925131846538,3.046679859410882,23,665,20.19999592734763,396.18512089158094,16.36382231895383
19.953144357954233,6.776046680312005,0.0,18.1,0,0.6031061774576173,6.2178884810022454,84.169861372358,3.075028370822233,24,666,20.2,396.898,16.854041839994885
19.869543226052542,4.205639351254278,0.0,18.205909026941743,0,0.5793066210122291,6.176531229982259,84.17113711485106,3.030494882504117,23,665,20.200323462362817,396.16469374236635,16.255348818930024
20.0,6.801,0.0,18.1,0,0.713,6.081,84.4,2.717,24,666,20.2,396.898,14.7
20.022305239870246,6.781035990166035,0.0,18.136014258104932,0,0.7127306048908425,6.076846591001804,84.4145494113823,2.7197733507225323,24,666,20.200297802112484,395.99280936272703,14.641467722618103
19.930316961138143,6.811357503215266,0.0,18.1,0,0.713,6.29584929987318,84.54846201962911,2.732337009467948,24,666,20.2,396.898,14.812872102133934
19.925438291583315,6.821480887034615,0.0,18.07951521773484,0,0.7131391974670446,6.08127620827344,84.50981141355258,2.7293918729296065,24,665,20.199180117900973,398.07069122208065,14.70684710395439
20.069388717137336,0.03118619008480819,0.0,27.77420300138889,0,0.6094004396018918,5.969168769940309,83.62741612078219,2.1154612148466714,3,710,20.10013340979665,396.8849732684338,13.307760351141695
18.526662980009,0.12916619025911566,0.0,27.74,0,0.609,6.291351150489749,85.03964757119229,2.114394573480984,4,711,20.1,397.2131478487311,16.8263979640215
20.08574604729004,0.06539894321093301,0.0,27.772639591293675,0,0.6085652960226068,5.984940520857894,83.45696869233005,2.1116929056242397,4,710,20.100288065510597,397.236669190505,13.322634105831632
20.078891341755412,0.047930829509396256,0.0,27.800727288686492,0,0.6085782147032801,5.978753762234981,83.60133029644561,2.127821047377678,4,711,20.09949676158548,395.643575084586,13.521699105505531
20.288040383132348,5.832504459136077,0.0,18.124910508327652,0,0.7119500921235391,6.5233399950977216,90.18441925046966,2.80853304696264,24,665,20.199841127009687,393.47084471492536,10.378034809345728
20.2,5.821,0.0,18.1,0,0.713,6.513,89.9,2.802,24,666,20.2,393.818,10.29
20.342289859463573,5.834694437203961,0.0,18.01459252619784,0,0.7108114243564623,6.498001323694852,89.98831396078577,2.7938006264695026,24,666,20.200560561230258,394.0964873653704,10.326102618870303
20.097297744409815,5.802391962000201,0.0,18.108662816917448,0,0.7102116977586425,6.51014409221599,89.23021517154287,2.8014766301891787,24,666,20.19999358710413,394.15117823227524,10.203284488822165
20.601704569445285,2.4168473723961275,0.0,18.029239420014022,0,0.5822993560256677,5.868161706810559,42.192581676676795,3.7290002133819726,24,665,20.200008979822588,370.7689273320331,13.289896870120435
20.586815530036056,2.41998171662089,0.0,18.126392391792844,0,0.5832751984292202,5.868770383355097,41.949746271385344,3.731619426193384,24,665,20.198868335739416,369.7787295743967,13.418626519439828
20.578479435024725,2.4627226028667555,0.0,18.054249840382234,0,0.5826325963198703,5.863524485112568,41.51013817308338,3.7111523770055883,23,665,20.20031592011815,370.3328805932972,13.365623994312397
20.644779059855715,2.372737610374349,0.0,18.127256009311466,0,0.582849387260047,5.86988933195712,41.467015505070236,3.730033042094016,23,665,20.20003008041356,370.5719845063575,13.3593208049234
20.740303396371623,4.83246601789185,0.0,18.167216374023212,0,0.5843315830234697,5.89793292334973,53.02786947406086,3.137217923779037,23,666,20.198807542212414,388.33372577274616,11.429538439598169
20.798214940552427,4.724865080822431,0.0,18.06136301020662,0,0.5818569815582296,5.899542099421476,53.6668516635151,3.1520924024506893,24,666,20.199307486974195,387.7259445007612,11.498312639507231
20.666603734290863,4.818515858107878,0.0,18.06841337974919,0,0.5814550346552784,5.904123545699665,53.29477736591625,3.1526334657807804,23,666,20.199807987524196,388.38653864687547,11.514982040818042
20.636493227627057,4.840693594135356,0.0,18.146419243341068,0,0.5857942993030685,5.8957256505596,52.76020750478942,3.1609265383961582,24,666,20.19959693137724,388.30405939520347,11.397461569350716
20.857416647036978,11.939700022022409,0.0,18.16959446417923,0,0.6121659274020963,5.652176447399888,87.85050318166822,1.9586781689394461,23,665,20.19984489334352,290.6065967026518,14.191952544485021
20.8,12.048,0.0,18.1,0,0.614,5.648,87.6,1.951,24,666,20.2,291.549,14.1
20.811938618922493,12.100422880960204,0.0,18.061010750005945,0,0.615395427221561,5.644825021174171,87.9886483815932,1.9551904547636292,23,665,20.200832630888936,291.4808869595362,14.269257703688229
20.8,12.048,0.0,18.1,0,0.614,5.648,87.6,1.951,24,666,20.2,291.549,14.1
21.31925884744315,7.862523823196751,0.0,18.149347836074593,0,0.6545203787358242,6.2103306567418555,65.00474398420765,2.9767393499383648,24,666,20.199680501694537,396.40285229515524,13.137301249862478
21.871118070122563,9.833728514323843,0.0,18.1,0,0.6877356817577467,6.240205331027933,65.9376889425096,3.2366643683217005,24,666,20.2,396.898,13.554124877943842
21.4,7.839,0.0,18.1,0,0.655,6.209,65.4,2.963,24,666,20.2,396.898,13.22
21.395545035847583,7.8628593713330375,0.0,18.09051957977152,0,0.6532833266915388,6.211472618528037,65.39741399076252,2.9590183674082375,23,666,20.200105266701733,396.33337135188873,13.351101723443643
22.933179341467383,5.904017191465686,0.0,18.130907342889618,0,0.5294231750060652,6.248066028760827,64.50504742975612,3.437991282354431,24,665,20.201334233006072,395.94056721716726,10.71014244851578
23.039990273348298,5.816238767657803,0.0,18.02217509757081,0,0.5325878744234849,6.234541834011683,64.37570764907937,3.41553789916928,23,666,20.19946286347754,397.3945217946009,10.782808485652053
22.95381278025343,5.847404471301122,0.0,18.074630037583454,0,0.5316127977202953,6.248960142528177,64.80097129002799,3.4243161363290793,23,666,20.200478350349954,397.32132924948877,10.743094192206431
22.95937661535162,5.746889191097752,0.0,18.103885946044876,0,0.5346374679867841,6.248064985776076,64.37706610683567,3.4392766374423505,23,666,20.199999295280506,397.08382161891603,10.620355945925178
23.215015109664677,5.379929885376329,0.0,18.160181726059076,0,0.7013547380909364,6.055165574997182,82.58473099389747,2.15508493906278,24,666,20.200478955762353,378.9798052912077,18.799069120421084
23.3371226980091,5.264056255079727,0.0,18.057957295491505,0,0.6983964285348087,6.041744385931671,82.52732884046054,2.1681787262386014,23,665,20.199734064191798,378.3620048855227,18.675674532266378
23.11374051556595,5.219960279527434,0.0,18.08845969415945,0,0.7002434888196275,6.055985513712715,82.22536597771027,2.1848114003725265,23,665,20.199949619241487,377.7056900371499,18.641385045958025
23.142181656731346,5.371855882071947,0.0,18.058754125727543,0,0.6991577564954068,6.036088745765693,82.11543566322607,2.1742487841823035,23,666,20.200868263272667,378.66777524850164,18.72787833850169
23.52574901277775,5.780518529427798,0.0,18.085044927076986,0,0.532200339848756,6.751680534547305,74.82268178370272,3.329740533501482,24,665,20.19954188403813,392.3294539289712,7.711838172964199
24.529848072535835,5.716497103144287,0.0,18.1,0,0.532,6.91087997592362,76.08379956315427,3.36951062328717,24,666,20.2,395.2302164472095,8.072265835008
23.72123345681409,5.740173451908999,0.0,18.132069200056687,0,0.5327876735593946,6.746920008864966,74.91004208431669,3.3303277341262687,23,665,20.198907009331265,393.1584958788184,7.698638654555102
24.3037155467568,5.7186485012879515,0.0,18.1,0,0.532,7.000593667275564,76.32827973763219,3.3935478308696365,24,666,20.2,393.87952467292513,8.316101469105321
25.07524745095581,5.690590579070532,0.0,18.09997168822112,0,0.5291306833056378,7.063516472817947,76.61480318007646,3.4432212364939825,24,666,20.20049762608084,394.5519456148564,6.99195343862622
25.033082491076645,5.746703916428552,0.0,18.020949719769977,0,0.5352031260168839,7.05669537204508,77.21752811690229,3.410947808326325,24,665,20.200231269946602,396.41033037908784,6.935823206966743
24.89400885253544,5.669117854278925,0.0,18.166944666311988,0,0.5318389794098768,7.064409900920416,76.40877907607789,3.391418817440192,24,666,20.198981823879826,394.73232120029235,6.9403664317859075
25.06579995031964,5.741106902503029,0.0,18.11369160653546,0,0.5307875712402076,7.0568397087756995,76.22306114548131,3.3952209293846285,24,665,20.199140542293694,395.0935828274985,7.117873628430011
27.811992000170335,11.814205696161732,0.0,18.135790485200708,0,0.6573568749174626,5.606684782321256,99.86287221739704,1.2968492243552936,23,665,20.200144608819294,332.20453257244225,12.195473585161432
27.811062301080376,11.88883653328308,0.0,18.104842432928322,0,0.6585014769973622,5.611478108889754,99.9150353943288,1.2823205011965397,23,666,20.199792142189654,332.76195260217634,12.178531908339574
27.9,11.951,0.0,18.1,0,0.659,5.608,100.0,1.285,24,666,20.2,332.09,12.13
27.92577282639429,12.054109841835672,0.0,18.04817726490259,0,0.6601284169028129,5.596984895374176,100.25365327952639,1.273710942284164,23,665,20.199239779655244,332.8926547283145,12.001041619539478
29.744375573967066,4.544858055334721,0.0,18.2043028520259,0,0.612514717828065,6.9660245015776665,67.1615178309577,2.549446774698509,24,665,20.20000773159322,375.4126949817599,11.611302814442997
29.872216720573796,4.618005143097573,0.0,18.104532871674962,0,0.6151964507666964,6.972379415563744,67.11080942770835,2.5253035263555597,23,665,20.200459184891677,374.0984008045912,11.562790514949203
29.7966268074706,4.688316584920048,0.0,18.138589025918158,0,0.6142066527549844,6.979501239423288,67.6774436108644,2.5281827658314984,24,665,20.19946454957064,373.86589943793456,11.723975487341503
29.68760019381992,4.522856670344484,0.0,18.063202288296075,0,0.6160480036514896,6.9743363919668075,67.1255902163502,2.518866639879708,23,666,20.200348555997063,374.995243898713,11.562838262605988
14.5,8.492,0.0,18.1,0,0.584,6.348,86.1,2.053,24,666,20.2,83.45,17.64
15.110561773273488,9.293866868032552,0.0,18.1,0,0.584,6.349436730611371,97.16702773496647,2.155638947441127,24,666,20.2,93.11565666346831,18.1662810911671
14.550464381757184,8.114003871856639,0.0,18.1,0,0.5850744636188902,6.370251810669627,86.38218702570991,2.0348369496576724,24,666,20.2,83.36932331421706,17.343231255745057
14.5,8.492,0.0,18.1,0,0.584,6.348,86.1,2.053,24,666,20.2,83.45,17.64
14.892313084023481,9.339550096978876,0.0,18.1,0,0.7121815319867401,6.736782909833601,93.8966194557614,2.501706553876657,24,666,20.2,5.3747725074486885,18.695678705357967
14.9,9.514,0.0,18.1,0,0.713,6.728,94.1,2.496,24,666,20.2,6.68,18.71
14.905023630297405,9.66923840868427,0.0,18.1,0,0.7167133548670966,6.7492118293527605,94.0473896453002,2.4854168574550988,24,666,20.2,6.724999870108174,18.793098509183363
14.832359670893355,9.707179288649534,0.0,18.1,0,0.7121214066976235,6.749203460438786,94.10929325869621,2.499359870120935,24,666,20.2,7.183900959164077,18.900768249882066
14.947421574426128,51.30383231056625,0.0,18.1,0,0.5970307353163009,5.7710719550001555,100.33864468420633,1.399559370113625,24,666,20.2,2.7234309987468124,9.716502626150254
15.139284981217175,50.947625451540034,0.0,18.1,0,0.5965486773398321,5.7555056076176365,100.17934391162758,1.4181851735021924,24,666,20.2,1.0270192085913894,10.203562844573351
14.950328741362672,51.127764169376825,0.0,18.1,0,0.5969640578787789,5.732647517030618,100.22324900715752,1.408386236400035,24,666,20.2,1.2399905851806234,10.05907711817234
15.16222087341387,51.500120901249765,0.0,18.1,0,0.5964281568873341,5.784164517568022,99.89387778302775,1.4072106648652345,24,666,20.2,1.2086411154596066,10.17180064928746
16.1618856177412,6.28776801585263,0.0,18.1,0,0.5825654221252083,6.404038704665546,74.88276436576162,2.200609308805126,24,666,20.2,98.14976638543413,12.085498756987208
15.708654264414621,7.281768165650528,0.0,18.1,0,0.584,6.429524758092196,80.03339276598551,2.3043611085946965,24,666,20.2,101.04915519053446,13.034292186790353
16.081073050371185,6.704027875366391,0.0,18.1,0,0.5842843029229035,6.443901960234076,74.89165856352217,2.218792851134285,24,666,20.2,95.16140697958761,12.17457616831665
16.169660205807556,6.264167849341842,0.0,18.1,0,0.5823940851074945,6.442242184806419,74.66219723068885,2.2190870217954344,24,666,20.2,99.25521264719528,12.04882565414525
16.34315724200471,28.47287574365909,0.0,18.1,0,0.5972325335273075,5.158741956612804,100.19247855082399,1.5745935556466397,24,666,20.2,208.87748854619136,20.398875099412297
18.103947824728433,35.99166881872612,0.0,18.1,0,0.597,5.308657362284273,100.0,1.5982696790382873,24,666,20.2,213.44689627106575,20.37211608248196
16.312668206918183,28.99767967849718,0.0,18.1,0,0.5969028232245056,5.14577169218269,99.85477115597261,1.593677782129503,24,666,20.2,211.80457200802826,20.17250376076168
16.33625118255541,28.75632095572832,0.0,18.1,0,0.5982403845085437,5.1433811629173745,100.42951242603183,1.6095747793480428,24,666,20.2,210.4799476794286,19.862693128588408
17.164529335561895,14.343272397256717,0.0,18.1,0,0.5962942700400108,6.669616439107618,99.81112671642981,1.544400474674083,24,666,20.2,33.48284231014459,21.071100372005077
17.28503255296805,13.743605707909145,0.0,18.1,0,0.5969134519321975,6.660801033581264,99.63153306936492,1.5352473407867173,24,666,20.2,34.82814219980331,21.351777024445525
17.2,14.051,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
17.2,14.051,0.0,18.1,0,0.597,6.657,100.0,1.527,24,666,20.2,35.05,21.22
17.994994226765115,18.819753326006687,0.0,18.1,0,0.5963427480496964,4.626989398375841,100.10793952272037,1.5487004440068128,24,666,20.2,28.524729361817418,34.34867574166063
17.955476784843924,18.721828504944323,0.0,18.1,0,0.5967524173653538,4.622182993228437,99.75685152160767,1.5468635044691643,24,666,20.2,28.1524476929994,34.466720462124755
18.113077419891773,18.991821610401146,0.0,18.1,0,0.5961051738952383,4.6282500246435765,100.09241844426285,1.5592479302506788,24,666,20.2,25.99613206061584,34.30385717607486
17.874070412862196,18.77280224853821,0.0,18.1,0,0.5963523932613366,4.609991653750675,100.01863887131107,1.5500607438797027,24,666,20.2,31.17934298342607,34.38388406717255
18.904394950902617,3.5495483655897586,0.0,18.1,0,0.6546873886954456,5.969251283987337,84.84690309160369,2.872348057259791,24,666,20.2,20.81053097788187,16.990538705802344
18.96448395109751,4.048841739711692,0.0,18.1,0,0.6549531470242053,5.963703915924976,84.66870243493518,2.874170509575446,24,666,20.2,20.464604438209605,17.249109024501504
19.0,3.775,0.0,18.1,0,0.655,5.952,84.7,2.871,24,666,20.2,22.01,17.15
19.0,3.775,0.0,18.1,0,0.655,5.952,84.7,2.871,24,666,20.2,22.01,17.15
27.40076626647947,13.96209396916034,0.0,18.1,0,0.5967934046991195,6.829761051057132,100.00265995381935,1.4681022132538317,24,666,20.2,177.4109097114326,19.89322702827111
27.5,14.438,0.0,18.1,0,0.597,6.852,100.0,1.465,24,666,20.2,179.359,19.78
27.43911249804683,14.567696726294932,0.0,18.1,0,0.5958139615179692,6.861241849417395,99.97802036090113,1.4653817781378522,24,666,20.2,176.27328320904329,19.751099510934733
27.5,14.438,0.0,18.1,0,0.597,6.852,100.0,1.465,24,666,20.2,179.359,19.78
18.352488751512226,0.2682699579106198,0.0,9.69,0,0.585,5.788204369267016,70.28458618676842,2.8879369511245883,6,391,19.2,396.898,14.191077618852646
18.964280025976,0.2685788829408546,0.0,9.69,0,0.585,6.0367471987605965,71.81666557654354,2.9819942209999875,6,391,19.2,396.898,17.422936348787445
18.196490787484848,0.26797893962802655,0.0,9.69,0,0.585,5.792255893047071,70.85085170184298,2.87880835229017,6,391,19.2,396.898,14.135946120486526
19.317187535916798,0.28676534137133025,0.0,9.69,0,0.585,5.834225523331688,71.46104935455608,2.952555633194416,6,391,19.2,396.898,19.65948673379272
19.256848258658728,0.2961897342220919,0.0,9.69,0,0.585,5.470074485053805,73.90514273083272,2.885207067923456,6,391,19.2,396.898,27.414094583382507
19.272942330417933,0.30303475610121977,0.0,9.69,0,0.585,5.6916952903432865,73.90583557220423,2.8442714564687437,6,391,19.2,396.898,26.806584437999657
19.810809463620252,0.2899999733750149,0.0,9.69,0,0.585,5.391797216796952,72.92949416427274,2.7996919659456747,6,391,19.2,396.898,21.09584167443446
19.50053813608496,0.3119296224763845,0.0,9.69,0,0.585,5.643085015584999,74.10681332004663,2.878101081021973,6,391,19.2,396.898,21.81537464551739
24.475069803834998,0.28002224024945765,0.0,9.69,0,0.585,5.927098457750015,42.14546308761178,2.3834674551287978,6,391,19.2,396.898,13.629046406176553
24.5,0.28,0.0,9.69,0,0.585,5.926,42.6,2.382,6,391,19.2,396.898,13.59
24.5,0.28,0.0,9.69,0,0.585,5.926,42.6,2.382,6,391,19.2,396.898,13.59
24.472698163941452,0.27974508629421396,0.0,9.69,0,0.585,5.924685215974369,42.640899297268234,2.3896835263024525,6,391,19.2,396.898,13.492410837683902
