HousValue,CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT
19.0,3.775,0.0,18.1,0,0.655,5.952,84.7,2.871,24,666,20.2,22.01,17.15
19.0,3.775,0.0,18.1,0,0.655,5.952,84.7,2.871,24,666,20.2,22.01,17.15
18.36874918070154,0.26822241823689463,0.0,9.69,0,0.585,5.802509821856801,70.53538822684074,2.8974208582380228,6,391,19.2,396.898,14.085634490535279
18.3,0.268,0.0,9.69,0,0.585,5.794,70.6,2.893,6,391,19.2,396.898,14.1
18.899394368266847,0.2801568884446874,0.0,9.69,0,0.585,6.172726185512574,71.05095265295458,2.9106312302243564,6,391,19.2,396.898,17.294835843537346
18.3,0.268,0.0,9.69,0,0.585,5.794,70.6,2.893,6,391,19.2,396.898,14.1
19.7,0.29,0.0,9.69,0,0.585,5.39,72.9,2.799,6,391,19.2,396.898,21.14
19.77458955226025,0.2898525079193244,0.0,9.69,0,0.585,5.380731266439004,72.66349490475204,2.795816145745159,6,391,19.2,396.898,21.10288526539081
19.27438544788209,0.3085861237085972,0.0,9.69,0,0.585,5.393040202936089,72.91889017576797,2.8820332153915533,6,391,19.2,396.898,26.767024352716838
19.7,0.29,0.0,9.69,0,0.585,5.39,72.9,2.799,6,391,19.2,396.898,21.14
24.56369531476097,0.2797606093183115,0.0,9.69,0,0.585,5.926620256668792,42.80862463754993,2.3860600971513883,6,391,19.2,396.898,13.638850863783812
24.5,0.28,0.0,9.69,0,0.585,5.926,42.6,2.382,6,391,19.2,396.898,13.59
24.378750644849873,0.2798778921996718,0.0,9.69,0,0.585,5.919771177759836,42.39014242708163,2.3842819519114724,6,391,19.2,396.898,13.603548201433936
24.477998333614554,0.28005743277224304,0.0,9.69,0,0.585,5.931812181929443,43.078215495912836,2.3817209713122676,6,391,19.2,396.898,13.53370875309295
16.364758728387066,28.679329324000044,0.0,18.1,0,0.597,5.152856419339178,100.0,1.5881098627669268,24,666,20.2,211.1805431421315,20.083394054523062
16.3,28.656,0.0,18.1,0,0.597,5.155,100.0,1.589,24,666,20.2,210.97,20.08
16.430307184289394,28.53135847386914,0.0,18.1,0,0.597,5.137198509250981,100.0,1.5901222333704743,24,666,20.2,210.5499955681928,20.081512667598616
16.3,28.656,0.0,18.1,0,0.597,5.155,100.0,1.589,24,666,20.2,210.97,20.08
27.528827017182294,14.325040703421212,0.0,18.1,0,0.597,6.8133125552056635,100.0,1.4620450226900648,24,666,20.2,179.5488276230147,19.783962877590508
27.5,14.438,0.0,18.1,0,0.597,6.852,100.0,1.465,24,666,20.2,179.359,19.78
27.5,14.438,0.0,18.1,0,0.597,6.852,100.0,1.465,24,666,20.2,179.359,19.78
27.284553162256646,14.707294269893964,0.0,18.1,0,0.597,6.871009703545589,100.0,1.4667010464824999,24,666,20.2,179.60963188175393,19.776590367343207
20.647248549395208,0.046340161196251346,0.0,11.93,0,0.573,6.100693156037489,76.47788358973554,2.2908536121067162,1,273,21.0,396.8625174221156,9.133880454790948
20.643939063410386,0.04500109666345543,0.0,11.93,0,0.573,6.110290110980268,76.55030863546442,2.285915221691,1,273,21.0,396.9573208324874,9.094839910014676
20.559049239569905,0.044814327764877544,0.0,11.93,0,0.573,6.116324047098215,76.69270603153596,2.2908278086354286,1,273,21.0,396.898776182981,9.12040238470447
20.6,0.045,0.0,11.93,0,0.573,6.12,76.7,2.287,1,273,21.0,396.898,9.08
22.023025061002365,0.11051961186928833,0.0,11.93,0,0.573,6.797092888980714,89.43999907642339,2.3895278387001286,1,273,21.0,393.48042976223286,6.4772350936445555
22.0,0.11,0.0,11.93,0,0.573,6.794,89.3,2.389,1,273,21.0,393.449,6.48
21.952769993005212,0.1112300875879453,0.0,11.93,0,0.573,6.801835387467284,89.4015267997341,2.3916835067327877,1,273,21.0,393.5107724341127,6.478864628730259
23.339523587927413,0.12332838136438357,0.0,11.93,0,0.573,6.939032467149554,90.64767610317317,2.3941149682450487,1,273,21.0,396.47218442272947,6.90116763235823
23.904005787257667,0.06081531036815393,0.0,11.93,0,0.573,6.97740332876464,91.08317162259766,2.1698579122882067,1,273,21.0,396.9466086596425,5.637677299732347
23.9,0.061,0.0,11.93,0,0.573,6.976,91.0,2.167,1,273,21.0,396.898,5.64
23.873753573469767,0.060663167589183754,0.0,11.93,0,0.573,6.984359711752982,91.2150128375852,2.168612507301344,1,273,21.0,396.90728253446844,5.617620750104676
23.875392630061633,0.061810299596295776,0.0,11.93,0,0.573,6.990160784539788,90.76425491948405,2.1632984843404532,1,273,21.0,396.8369070264792,5.616269586314305
14.9,7.752,0.0,18.1,0,0.713,6.301,83.7,2.783,24,666,20.2,272.209,16.23
14.9,7.752,0.0,18.1,0,0.713,6.301,83.7,2.783,24,666,20.2,272.209,16.23
14.9,7.752,0.0,18.1,0,0.713,6.301,83.7,2.783,24,666,20.2,272.209,16.23
14.862421944516147,7.672237993698105,0.0,18.1,0,0.7133004554133463,6.313027452908387,83.68228337188077,2.7946040760478783,24,666,20.2,272.1355163716582,16.22477625827705
20.894743571368803,11.93120577632212,0.0,18.1,0,0.6115244408899623,5.657638522835958,87.5748085337958,1.9544534028678866,24,666,20.2,291.6314122156642,14.095414440161772
20.929716785882196,11.985487502289894,0.0,18.1,0,0.6116384501329978,5.657797213894976,87.64685179063596,1.9461111130804476,24,666,20.2,291.47988415620364,14.114092789480324
20.895699364113376,12.00732496712072,0.0,18.1,0,0.6151894047767588,5.632674982554157,87.56133654671977,1.94411314439069,24,666,20.2,291.5435664476992,14.086751955882136
20.842992736194603,12.026744832003612,0.0,18.1,0,0.6136943815555937,5.647839067186237,87.60728233444112,1.960336934558794,24,666,20.2,291.86943982590697,14.138902600731399
14.582626820567263,10.246057802020102,0.0,18.05403925891506,0,0.6133705262675965,6.178850458713382,96.27796092095868,2.1800142528618722,24,666,20.199162281296026,379.51988688652693,18.15646216045524
14.473842016976338,10.231225731352364,0.0,18.11730335280366,0,0.6150505863685323,6.177636133586307,96.54753875491247,2.165310251888581,24,666,20.201045657121817,379.67277704580573,18.012250498049927
14.510321572938759,10.184803019021665,0.0,18.089707485351422,0,0.6166345749366491,6.1770982291750185,96.56567678341675,2.1724130868038447,24,666,20.199786618466625,379.7487322475006,18.058248457009103
14.65973011609063,10.22680402496968,0.0,18.109917837775324,0,0.611705840272827,6.197643641026362,96.97734982238254,2.174437695475323,24,665,20.19977219074415,380.10955953479754,18.013170845474242
15.115155452336774,7.0052400163819275,0.0,18.089994430213693,0,0.6997049381516787,5.717926773741286,97.15841789101327,1.9300287420914526,23,666,20.20000053394765,394.5911480164083,17.14395355385044
15.080693569484954,6.85897598314014,0.0,18.10900080455148,0,0.6994453654751825,5.713026277423827,96.61007925861345,1.9250027847931173,23,665,20.20018237528881,394.12318839437404,17.112451166830166
15.010289160056754,7.02614110864947,0.0,18.14470777554913,0,0.7026433700170523,5.724486360230328,96.53157124024837,1.9316761121487793,24,665,20.199325944034797,394.3434467081675,17.17858749262021
15.068650322669253,6.972071829486185,0.0,18.14684936107545,0,0.699715897799801,5.713951244595271,97.37364443401653,1.9441725851383136,24,666,20.19944172374989,394.51519789348214,16.99534527015696
15.243296217969673,0.0937938253610017,0.0,27.694789629705742,0,0.6092586599514729,5.458343547247343,93.00354504608404,1.8029840536171102,4,710,20.099997425914967,394.9816955002802,18.0396791797269
15.2,0.151,0.0,27.74,0,0.609,5.454,92.7,1.821,4,711,20.1,395.09,18.06
15.157384165300488,0.11279381488162035,0.0,27.661093959006458,0,0.6101129857283395,5.448753557461389,93.22498692082551,1.830042860506801,3,711,20.09975612918498,395.1695031344419,18.07634513966905
15.111045630725965,0.15169822220846188,0.0,27.796059018039582,0,0.6082784565881321,5.463728692288909,92.86608986401113,1.8209112014397406,4,710,20.099455509094916,394.61120126224887,18.038575901925974
15.4,9.966,0.0,18.1,0,0.74,6.485,100.0,1.978,24,666,20.2,386.729,18.85
15.640761174350413,9.981061323013224,0.0,18.092741116455315,0,0.7377086665854323,6.490738117711511,99.59779972438614,1.9589821264259346,23,666,20.20031845176938,386.5351842080834,18.783750955102526
15.378659737355706,10.00431722672074,0.0,18.07433974525849,0,0.7413223820131195,6.48450461448814,100.4783252574375,1.9568417331056167,23,665,20.200596420726,386.8009281949098,18.77321082749223
15.431169119932594,9.928922061738477,0.0,18.104370162424647,0,0.7418661346921073,6.486386828479043,100.02950328198719,1.9704811379011182,23,665,20.198956453941193,386.6418297157255,18.88921693019803
16.097528501081594,5.059292042074418,0.0,18.016974312525228,0,0.7107198062013551,6.306102459057144,91.74677905005092,2.3785229913741786,24,666,20.2005707495413,385.1347759028073,17.33940055142029
16.216136816208493,5.146742261389841,0.0,17.970345424704394,0,0.7119324977092564,6.3010401554780655,91.78035427835195,2.3645345218821205,24,665,20.200817555160395,385.16176294384525,17.162265117694716
16.1659273582541,5.009571741392574,0.0,18.051570855286588,0,0.7117504152311193,6.311213993237,92.0871571668399,2.3743429889137415,24,665,20.20036497745634,385.0603200744767,17.319896896440902
16.102482487190795,5.076361251406801,0.0,18.198308517187137,0,0.7120374065348548,6.28914220215722,91.56968630789522,2.3843393544542595,24,665,20.199819636706472,384.82320470668185,17.350923828847108
16.744728692262058,4.762017377469818,0.0,18.14091768056288,0,0.6144678996813838,6.473548910105892,93.57315945534084,2.3296126210808574,24,666,20.199315098191498,396.3255955247201,18.652652003060805
16.7,4.871,0.0,18.1,0,0.614,6.484,93.6,2.305,24,666,20.2,396.209,18.68
16.601320025022225,4.934343266528221,0.0,18.088755789099583,0,0.6137100798562515,6.485845795236224,93.33073011889086,2.3194153019687627,23,665,20.199769627312648,396.17271654358774,18.69958552905494
16.68818229488288,4.754171356378687,0.0,18.156882411522357,0,0.6141924466115113,6.485376336014852,93.83230083297109,2.3245158346509127,23,666,20.200560820402693,396.1765754614498,18.71194665535715
17.59703939440611,3.661495493182966,0.0,18.06001721625218,0,0.7144637749753239,6.376108473055448,88.47195877925027,2.5878564766855465,24,666,20.19974072158147,391.3986256924574,14.634952200745834
17.649208900725554,3.7397218434302943,0.0,18.11693665445883,0,0.7122426755479407,6.360090687551321,88.75178911857714,2.564644644082022,24,666,20.199605314331862,391.0363617180355,14.736726559151437
17.608169179825225,3.6396137117863168,0.0,18.146721508484138,0,0.7126620714204616,6.37802534159289,88.48713241456849,2.576082350145526,24,665,20.200576646230584,391.5584639637379,14.715084330596815
17.643306508031856,3.7314996110643324,0.0,18.09820108728757,0,0.7121991455132473,6.378615065125652,88.82416800029146,2.560633289287687,24,666,20.200225804041526,391.225516475729,14.62826921192664
17.7643321998633,8.21550116922852,0.0,18.039344599061067,0,0.7133852928372058,7.389990082018063,99.5863057969151,2.4592447726406594,23,666,20.19958314631603,375.8872954166875,16.693528723613728
17.81627398385874,8.244898230129156,0.0,18.030041545289205,0,0.7115491261261421,7.389845046323642,99.30283918823181,2.453548211275424,23,666,20.19958191715319,375.9908543444902,16.70099136017806
17.8,8.248,0.0,18.1,0,0.713,7.393,99.3,2.453,24,666,20.2,375.869,16.74
17.827437673271696,8.21100074541873,0.0,18.054258216392896,0,0.7141641169490758,7.386132692597737,99.14018804036155,2.4300373586573407,23,665,20.20024931069163,375.83209759709035,16.767171550587676
18.968850958701314,5.656237917953599,0.0,18.04749520017159,0,0.5852400300320277,6.107717669240889,79.92816007384141,3.5418179551837676,23,666,20.19967613544781,392.796821223977,14.993515610115365
19.01137401856992,5.657765327437789,0.0,18.118831802367417,0,0.5816031826957246,6.1110603385972855,79.88168984928078,3.556296239688043,23,666,20.200236448392086,392.8183771560443,14.951932530646125
18.999381666594722,5.647348553678359,0.0,18.189596761129973,0,0.5847666170277026,6.115781341650331,79.7760831431198,3.53631342191607,24,665,20.200445623365994,392.4394421813032,15.132007553347169
19.101884573331663,5.720996727951417,0.0,18.102703082403192,0,0.5819134645539344,6.113775926114573,79.81592431120137,3.5461992794833743,24,666,20.199183977758064,392.67329640009234,14.975545836562091
18.958107522817986,15.52277199031331,0.0,18.01072230729258,0,0.5777749293552543,5.931296592786121,71.30845494839099,2.914064867844377,23,665,20.20041072800987,368.60982607258967,18.114255670950158
19.120472253742548,15.558379634504861,0.0,18.07798658556903,0,0.580590024048325,5.925870900326523,71.30859252305036,2.8931319781730114,23,665,20.201179265594188,369.00160964871753,18.044174910877167
19.1,15.576,0.0,18.1,0,0.58,5.926,71.0,2.908,24,666,20.2,368.738,18.13
18.95768680579928,15.660923371282536,0.0,18.03230154938713,0,0.5786811601123869,5.916211008219672,71.30674349954084,2.918243388199414,23,665,20.199723856447136,368.656249129439,18.036762005681016
19.568316973620057,6.696378246593577,0.0,17.992940710624058,0,0.7131963603954523,6.33219040741954,82.68776994227457,2.7344325254718362,23,665,20.19935740744319,396.8215287385287,13.989942116985901
19.5,6.655,0.0,18.1,0,0.713,6.317,83.0,2.734,24,666,20.2,396.898,13.99
19.57937860813841,6.743300154600763,0.0,18.15682408013218,0,0.7139789301329277,6.29816564369882,83.17211583353823,2.73620825218497,24,666,20.200170494815787,396.847851811928,13.98457452416882
19.570749807327697,6.7489733746304115,0.0,18.1,0,0.713,6.353776169236091,83.06270443662967,2.74099606779449,24,666,20.2,396.898,14.19825085231304
19.731124318303255,3.9945947596489817,0.0,18.083391551639075,0,0.5321038947694251,6.225076744611507,90.63697462323294,3.1003133864302486,23,665,20.199616477178346,395.21557492928883,12.823020412985896
19.556543868955547,4.053686353968654,0.0,18.098752778006666,0,0.5303603840003813,6.224088998932725,91.22410009226746,3.113960428356509,24,666,20.199928826151584,395.469738112936,12.762599151849741
19.58852348962888,4.127347727344318,0.0,17.99293348293799,0,0.5323986193861946,6.226277423485897,90.18480154496173,3.0947272924227875,24,665,20.200232536229056,395.47539752780114,12.825016005183308
19.647368408746168,4.024835576960699,0.0,18.177016043990488,0,0.5320090659029281,6.22044888352918,90.92905676497149,3.089978731008443,23,665,20.20067341021987,395.19527506457376,12.868398147220967
19.862549249036203,4.330903475760128,0.0,18.204031240005218,0,0.5785560891117519,6.15868014429398,83.89349832390712,3.0393570071846607,24,665,20.199838757964375,396.87754164315265,16.286299118643694
19.872718211771186,4.369879392420577,0.0,18.079376613943385,0,0.5795334584755053,6.18058578966028,83.74871808113346,3.0165813709696434,24,665,20.199778606448202,397.1254047110258,16.30777833953464
19.937130137672256,4.4356108037766795,0.0,18.063694174503492,0,0.5790761288981586,6.157609055759413,84.42513420405692,3.013046028733243,24,665,20.20096283686072,396.8748213812495,16.1404622695236
19.924746572574243,4.3581855829668115,0.0,17.99170126778947,0,0.5785432163798714,6.171809231663137,84.23778876744274,3.0390209823843914,24,665,20.199404856093146,396.89917649298616,16.35138197322739
19.844318031174815,6.913834527756576,0.0,18.1,0,0.713,6.089032745066262,85.53311233196234,2.7327136992837793,24,666,20.2,396.898,15.342894242854346
20.0,6.801,0.0,18.1,0,0.713,6.081,84.4,2.717,24,666,20.2,396.898,14.7
19.890980505874733,6.693425007436775,0.0,18.17490141311532,0,0.7117595024710671,6.08567550413406,84.55506832057706,2.7249733515413403,24,666,20.200387641994773,396.84075047315554,14.73143886443078
19.84698371035497,6.892470279702715,0.0,18.1,0,0.713,6.113774026984218,85.59602940396583,2.721576298048192,24,666,20.2,396.898,14.990371627392555
20.054506644121847,0.02077364748160483,0.0,27.86860841178455,0,0.6093343111912759,5.977527745991258,83.02719048532876,2.1039808440987797,4,711,20.100034152664556,397.16888220784466,13.324022608529729
19.904481898728562,-0.09233239050928584,0.0,27.656539216755977,0,0.6095785452435464,5.985992132871183,83.81825931079115,2.095268655121334,4,711,20.10046889524058,396.5853189073106,13.281532336829152
18.3665587330752,0.1445407026569473,0.0,27.74,0,0.609,6.137032391926283,86.3900981518359,2.263225986130373,4,711,20.1,397.73532849375636,15.903170878342042
16.705635456375585,0.13064036475613972,0.0,27.74,0,0.609,6.357159586324874,91.19344167402863,2.2755989231173865,4,711,20.1,397.0772824449399,15.707059928571397
20.2,5.821,0.0,18.1,0,0.713,6.513,89.9,2.802,24,666,20.2,393.818,10.29
20.234119610799162,5.861883454932287,0.0,18.03939944528944,0,0.71246729954745,6.503897613433278,90.40641556291,2.807827480746572,24,665,20.20096616272384,393.4981859701423,10.322569119265879
20.2674517459192,5.761541112836153,0.0,18.116553548240624,0,0.7119393016264675,6.519607491606123,90.00210401612658,2.7904486848249643,24,665,20.201123284236015,393.93524183772,10.34607029804467
20.2,5.821,0.0,18.1,0,0.713,6.513,89.9,2.802,24,666,20.2,393.818,10.29
20.603630200196513,2.3194937460111036,0.0,18.05915572917059,0,0.5794934786893915,5.877973717980114,42.482416604967675,3.72663739133221,23,665,20.200226774285916,370.60769259584106,13.370503650938273
20.743595477825696,2.4177855866466134,0.0,18.060489019430047,0,0.5830438418722544,5.885973885034844,41.46083144216895,3.6972097226361527,23,666,20.199214662046742,370.65411170929724,13.265482614670514
20.571031386880282,2.4676101057157287,0.0,18.05103813384704,0,0.5841983967089336,5.868280505366809,41.98081686504291,3.7268002744674487,23,665,20.199466610019254,370.6515045852736,13.353420825895448
20.672873201692553,2.447586802887775,0.0,18.00926331557542,0,0.5818151804257851,5.868747550156733,42.32198764410071,3.7277862061896827,23,665,20.200384028614064,370.6780647956081,13.284911554504554
20.540615223973564,4.777321117844829,0.0,18.154882626539706,0,0.583892712541499,5.908445151821419,52.84527972479941,3.112167961472761,23,666,20.198681313676754,388.31122599966835,11.582654608094007
20.6,4.836,0.0,18.1,0,0.583,5.905,53.2,3.152,24,666,20.2,388.219,11.45
20.70443940460399,4.855649172036703,0.0,18.134889830765324,0,0.5829165462118644,5.919567350374944,52.994160381120004,3.138575046324055,23,665,20.199371175079055,388.2456563059763,11.552541359934107
20.59108573495895,4.830110878216514,0.0,18.087915198513755,0,0.5823726903045525,5.903092153168847,53.23976483320948,3.1314839813530138,23,666,20.19963331606128,388.3927360496045,11.622167051802423
21.86537869688517,9.577285760632133,0.0,18.1,0,0.6673076953011822,6.235583694542648,65.47447703215455,3.3731156027687916,24,666,20.2,396.898,14.513876273632762
21.52271154924787,7.83938300582904,0.0,18.100463350266104,0,0.6526849570390395,6.204575339602407,65.61984536248117,2.9817023313546,23,666,20.200428065469538,397.29605331619695,13.072629917892554
21.450793957959142,7.699367866690059,0.0,18.051845673619166,0,0.6554350018338857,6.206958708074979,65.45258475106449,2.968067067320753,23,665,20.199900672376682,396.90855491625456,13.151759727819554
21.4,7.839,0.0,18.1,0,0.655,6.209,65.4,2.963,24,666,20.2,396.898,13.22
22.265913817633006,5.9290520253942525,0.0,18.1,0,0.6522107880328367,6.270430959639584,64.91030652095006,3.7590169765037422,24,666,20.2,396.898,12.575260204159596
23.06482693401226,5.79424757204602,0.0,18.10565671500197,0,0.5300479115341422,6.2443426288214505,64.75613842548653,3.4314841779690846,23,665,20.200191642117904,396.7113770303258,10.695467173035771
22.83152140587952,5.931155065004952,0.0,18.128585090756058,0,0.5325395561812566,6.251117404890373,64.37135195119426,3.4589675438695733,23,665,20.19926636533832,397.05145153472006,10.784862914131216
22.974566531569476,5.942725365694181,0.0,17.996193751456055,0,0.531980584503885,6.243917648698703,64.97549227420733,3.4219829013514436,23,665,20.200334097449506,397.0168974421134,10.919907244312068
23.22927174351232,5.247128937762382,0.0,18.064699103578157,0,0.6972419579662911,6.0628960408894015,82.0167802142169,2.1901796586672084,23,665,20.199772796054237,378.66146131096394,18.711651426813564
23.197444141180807,5.274148387759833,0.0,18.094129957328715,0,0.6995568119256145,6.0554305165078075,82.641066867973,2.1726967702169495,24,666,20.199367567958536,378.3016791373343,18.959810821431347
23.311569327352654,5.183196741188117,0.0,18.1113885784614,0,0.7008358482907691,6.049521737620328,82.12818038040868,2.1566481551023737,24,665,20.199599831082217,378.3211576655873,18.67775919507876
23.219781258056333,5.247485230595257,0.0,18.111176844199196,0,0.6994741158923391,6.0466081981685385,82.55871072524367,2.1871245688754803,23,665,20.19960173691021,378.16372982896974,18.82137662104965
23.737947340485494,5.770045057598666,0.0,18.029444419224305,0,0.5317423190910106,6.729072902717012,74.86568512504854,3.330196249213527,23,665,20.199751758385833,393.20319540702536,7.701349036822236
23.764978587013044,5.690559350185479,0.0,18.08254736156547,0,0.5299914047963469,6.764653109208366,74.6957273324999,3.3383328040903444,24,665,20.200491932133072,392.8026295967781,7.764555354895851
23.648500736326124,5.672890294029951,0.0,18.127716352708887,0,0.5304430407961493,6.7500012796662725,74.9665554957623,3.3129788035950427,23,666,20.200434239569482,393.03144365265223,7.78355104344036
23.652467906195874,5.778991207149822,0.0,18.161398260998343,0,0.5329211060956708,6.758915603608186,75.19514977314935,3.3323491760549047,23,665,20.200003742487844,392.9562036184287,7.699328619054521
24.8653360269856,5.7329384257301,0.0,18.1,0,0.532,7.267755837297058,77.09621486940863,3.4516796591066954,24,666,20.2,395.5985834466225,7.072148057760097
25.0,5.731,0.0,18.1,0,0.532,7.061,77.0,3.411,24,666,20.2,395.279,7.01
24.981681355170913,5.799622887372137,0.0,18.163349319768923,0,0.5360542593037176,7.066446390565095,77.09330152243585,3.4055470733252817,23,665,20.199612437252004,395.2251029692876,6.986848592689089
25.0,5.731,0.0,18.1,0,0.532,7.061,77.0,3.411,24,666,20.2,395.279,7.01
29.81623679817085,4.6867960528197505,0.0,18.153716204456437,0,0.6118706229098655,6.982446941061998,67.83201609880336,2.5391552267506166,24,665,20.200403309653623,374.6530449393153,11.545454855079381
29.838484557692873,4.731645457696744,0.0,18.103628797838077,0,0.6142613063673152,6.9832951661171325,67.4526987725874,2.5259590373657304,23,666,20.199502192504237,374.61343011663485,11.722944075721585
29.806656827432228,4.734791865916599,0.0,18.125768595438963,0,0.6143065881747569,6.984028686713259,66.917233436603,2.5193702227662502,23,665,20.20045771623986,374.8704988196483,11.643335256843956
29.8,4.647,0.0,18.1,0,0.614,6.98,67.6,2.533,24,666,20.2,374.68,11.66
