critical_temp,number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence
10.1,2,70.38669,79.394566,66.68695293,76.14523649,0.641054563,0.472710241,45.03938,50.674366,22.51969,20.63963681,660.7,661.86,660.6936355,661.8546507,0.693137548,0.609296974,5.8,267.18,2.9,2.657893903,187.0,191.4,186.6761902,191.1258516,0.691416078,0.589002605,22,85.8,11.0,10.08166653,6538.5,7351.1,6214.900643,7067.288864,0.64407231,0.477303174,4063.0,4646.9,2031.5,1861.900505,48.35,64.05,28.23402203,44.40841696,0.311934886,0.176192262,78.5,58.59,39.25,35.97321921,22.75,24.37,22.38660314,24.05729744,0.677216491,0.539519179,8.1,13.15,4.05,3.711886313,38.0,44.4,34.46737588,41.24795635,0.601679755,0.420357853,32.0,31.2,16.0,14.66424222,4.5,4.7,4.472135955,4.676242239,0.686961577,0.56810373,1,2.3,0.5,0.458257569
11.0,3,90.71066667,80.98283333,84.6023557,77.14793816,1.029147461,1.045344851,81.482,20.865,34.28690427,27.23588935,734.0,806.9833333,710.5302289,788.7607992,1.067664058,0.913491507,437.9,386.45,179.6507909,158.4801504,170.6666667,145.6666667,159.5980012,137.3979433,1.033046962,1.094170776,150,9.833333333,62.10922279,53.53399751,5401.0,5619.166667,5106.850579,5383.872743,1.042683903,0.954182933,4364.0,2039.666667,1828.508864,1660.217397,76.38333333,106.5583333,37.37717682,57.10561858,0.508002522,0.322049513,181.05,95.675,84.93831422,89.9435583,9.066666667,8.633333333,8.4162949,7.882637829,1.025183398,0.987459072,8.4,3.266666667,3.511251755,3.767256591,32.50666667,29.59333333,9.042759489,5.009058684,0.510399669,0.377492761,78.48,26.07333333,33.64134493,35.47820677,3.666666667,4.333333333,3.301927249,3.965406457,0.994923633,0.790267968,4,2.666666667,1.699673171,1.699673171
14.0,3,35.33617953,45.19990097,33.7966406,43.85195405,1.052346536,0.479908218,23.9599614,37.53158654,11.04382792,9.94611984,671.1,678.855,665.6455171,676.4541344,1.09039223,0.669985157,208.8,473.145,86.52594986,58.83444973,133.3333333,156.175,130.8379403,153.7240448,1.079156782,0.529889376,60,125.3,26.78722747,25.69911234,3713.333333,5174.25,3374.84345,4819.146002,1.000191657,0.396136235,3780.0,4515.0,1701.41771,1621.71651,77.06666667,70.5725,67.65739148,64.28535743,0.965485138,0.754970581,91.1,37.975,41.16878537,34.79126318,27.9,28.6625,23.050169,26.72046835,0.923825565,0.718741691,39.5,16.8325,16.52412378,11.7563746,138.6666667,62.875,103.0007227,46.49631129,0.883926863,0.923334211,204.0,27.875,83.66733067,56.66223941,4.0,4.725,3.914867641,4.694820937,1.077556327,0.565039011,2,3.675,0.816496581,0.499374609
14.91,4,42.6052375,39.98755833,28.69052189,27.47270914,1.06844846,1.084411818,78.09485,17.56268333,32.97527465,30.49061057,809.375,795.65,792.0733886,783.8073681,1.364243202,1.330070791,470.3,164.1666667,172.7864054,143.6019237,128.75,125.1666667,116.4874253,115.603314,1.289928645,1.278236309,145,38.5,56.78192934,49.9547017,4525.0,4911.333333,3857.726083,4114.718642,1.225370989,1.086171402,6648.0,2592.666667,2674.319914,2920.825835,82.05,78.31666667,62.71394104,60.59687442,1.15537076,1.151581714,127.2,32.65,54.46340515,51.10503617,45.9,41.8,31.85283929,30.98716482,1.068191827,1.144132709,93.6,15.6,37.16032831,32.3089255,68.75,65.5,49.17513132,49.30578508,1.109606092,1.132769099,123.0,27.5,49.98187171,45.03239575,3.0,2.833333333,2.91295063,2.749459274,1.357977855,1.354581075,2,0.5,0.707106781,0.687184271
15.0,4,105.313925,76.633,73.08837625,42.60541747,1.125848179,1.158646411,188.3839,31.38369091,71.69592382,75.21947997,787.375,982.4,733.5131831,905.2205256,1.312111866,0.877226856,810.6,648.5090909,315.7247644,367.1544411,150.5,113.7272727,128.7400252,88.96303815,1.258780504,1.300360733,205,32.81818182,72.58271144,79.35317019,6080.35725,3608.052182,854.2626652,67.47472444,0.998141383,0.952104272,11848.571,2153.766,4613.600137,4695.920534,74.6375,95.2,48.34852387,65.95197731,1.057683485,0.64537039,127.05,74.91818182,57.15423623,58.66271466,6.3805,3.530181818,3.144060445,1.053298847,1.044180734,1.17877375,12.878,1.333454545,4.755422247,4.243729959,116.006645,48.01449818,9.686376066,0.808664223,0.483727932,0.700428338,399.97342,36.34913818,164.7800306,112.6219306,2.25,2.181818182,2.213363839,2.153012683,1.368922361,1.198849313,1,0.909090909,0.433012702,0.385694608
15.0,5,89.89498,58.05057894,70.84495213,36.13985555,1.442849294,1.083217026,124.90825,35.41778618,47.49788884,54.09809264,748.04,1008.221914,702.6083708,934.3952147,1.541270084,0.803506951,786.5,745.4636143,292.9744467,358.3244462,167.4,117.1082143,146.474747,89.10208403,1.509244527,1.154371275,199,61.63935714,68.40058479,85.64833042,5352.4858,3161.820286,1205.242012,55.45754665,1.35822597,0.892187986,8958.571,1701.394857,3028.768259,3727.158692,79.3,113.1096857,67.57744674,103.5324691,1.4593302,0.831677282,111.4,81.18199286,43.61541012,40.09877672,7.4244,3.975392857,4.168196459,1.060198574,1.356413939,1.015257029,12.878,1.781042857,4.557865887,4.756459103,88.205316,60.86118857,7.629217308,0.615328671,0.410592042,0.255369884,399.97342,57.12766857,155.9987896,138.5686384,3.0,2.5635,2.861938162,2.43247273,1.564131503,1.128258666,2,1.119071429,0.894427191,0.895287205
16.65,2,39.5135,45.2275,37.82482648,43.89593829,0.650720271,0.431701395,22.856,31.18475,11.428,9.896938314,718.05,684.075,714.8276715,681.6960241,0.688662933,0.599670255,135.9,291.075,67.95,58.84642619,141.0,156.0,137.77155,153.4892018,0.670338558,0.468170623,60,100.5,30.0,25.98076211,4220.0,5165.0,3773.102172,4801.422109,0.589199649,0.35228494,3780.0,4000.0,1890.0,1636.788013,93.6,72.85,83.89702021,66.11380153,0.591351958,0.690498398,83.0,5.3,41.5,35.94005426,36.5,29.65,33.83134641,27.77327309,0.620951296,0.681326001,27.4,4.55,13.7,11.86454803,90.5,60.75,68.19090848,45.97736577,0.457895388,0.665378122,119.0,14.25,59.5,51.52851153,4.5,4.75,4.472135955,4.728708045,0.686961577,0.514653165,1,2.75,0.5,0.433012702
17.0,4,76.797975,75.78395478,68.84561542,71.45562807,1.276356556,1.166628905,98.2287,28.38124902,37.17383592,28.59542133,656.575,779.2096,623.4166052,757.7303779,1.335639259,1.035273889,527.7,361.4889,209.0531197,169.7161479,191.5,158.194,181.8398486,151.3299211,1.337702233,1.246981889,139,52.5342,58.52563541,50.07876161,4491.75,6034.6476,3411.73954,5569.669518,1.190014393,0.957262771,7018.0,3114.8464,2605.185634,1869.749546,40.5125,43.16867,32.04285107,32.56989157,1.174228708,0.824790633,64.05,29.77406,26.36167614,30.36520237,12.9575,17.969798,9.18758121,15.55287697,1.115043996,0.876085125,25.37,10.985402,9.428304129,8.402402822,61.75,58.5292,51.63776065,52.47220028,1.244889386,1.032623758,82.0,28.7308,30.87373479,22.98648184,2.75,3.5594,2.340347319,3.299291475,1.240684292,0.957587454,4,1.9594,1.479019946,1.26841304
17.7,3,40.97082667,53.476467,27.51028063,36.12171498,0.724465445,0.403186968,78.89968,46.293196,36.73299142,39.43040646,1126.066667,1031.666,1068.888555,963.7553163,1.051983751,0.691294395,737.9,673.604,328.9986863,368.1700192,100.6666667,126.92,81.039761,105.1373777,0.881572,0.546000321,150,98.52,68.90250761,71.08441179,2857.56,4285.62728,24.83648432,103.680436,0.003051588,0.001454606,8568.749,4284.98571,4039.305062,4284.37272,79.53333333,49.39,47.3419307,28.06761271,0.794518548,0.417364307,134.0,42.375,55.00183835,40.44716183,9.127333333,13.57862,1.289031182,3.091143396,0.11701285,0.070919473,26.578,13.39778,12.49658944,13.22138706,18.01747,27.0129225,0.333445132,1.181363065,0.008368909,0.004183503,53.97417,26.9997342,25.44349097,26.9870775,3.333333333,3.99,3.107232506,3.857311543,1.029653014,0.68734459,3,2.48,1.247219129,1.014839889
18.07,4,123.879595,101.10036,114.6334494,99.16790872,1.305943107,0.879482265,134.0588,66.870225,51.53905569,23.80655422,755.225,683.47625,747.7125957,681.6554914,1.375872429,0.819705546,282.6,471.34125,111.5973202,54.82526389,150.0,183.5125,147.0850459,181.4250813,1.366401872,0.635699523,84,144.225,30.30676492,25.68510938,7846.75,8288.2625,7696.460755,8250.516437,1.367556805,0.718199012,4053.0,6212.7375,1503.494825,745.9605007,92.15,91.1975,91.54717898,90.84842315,1.379653474,0.799647685,29.3,62.71875,10.70338731,8.315391978,18.1,22.7725,15.42711707,20.5111371,1.24640887,0.48039511,20.7,19.69125,9.258779617,7.867464252,44.75,54.4,34.68423647,52.05178893,1.224501858,0.695189793,59.0,40.2,22.12888384,10.45777223,4.75,4.825,4.728708045,4.80851253,1.381978656,0.72838674,1,3.5625,0.433012702,0.379967104
18.4,3,49.32447287,76.4351053,41.29189395,68.22720351,0.917959544,0.312882958,65.9248414,69.4270155,30.8203575,28.52926996,675.6,643.8792,670.2215923,642.6407039,1.090612337,0.579649355,208.8,490.626,85.66352783,39.30624947,142.3333333,177.937,137.3905068,173.8722857,1.061993591,0.473086115,87,147.501,39.46587837,34.75625168,4533.333333,7099.17,3777.752506,6412.102955,0.914238372,0.326228819,6240.0,6406.53,2858.348396,2547.785393,88.9,77.5199,80.45209861,74.4948196,1.00748694,0.477500971,91.1,64.4841,37.20277767,19.41208886,29.23333333,23.1305,24.3261901,21.60174919,0.938292105,0.44349009,39.5,19.6482,16.21734325,7.343869535,146.3333333,98.485,123.9322384,77.67969219,0.959207777,0.742391932,181.0,55.285,73.93841281,77.45598605,4.0,4.509,3.914867641,4.411967103,1.077556327,0.485359123,2,3.714,0.816496581,0.855522647
19.5,4,90.1422625,58.46287893,66.93504418,36.27205491,1.178648748,1.019134185,124.90825,34.23739321,53.10137533,54.52813249,781.2,1007.517857,726.2769758,933.2414646,1.309636613,0.781677838,786.5,738.7692857,319.0526681,359.1818084,156.25,117.3857143,133.5424933,89.21009681,1.263305589,1.086561714,199,61.31428571,72.29583321,86.01126053,5572.60725,3179.009429,868.3951284,55.63162189,1.088927903,0.83614111,8958.571,1754.040571,3350.302852,3738.144492,91.35,113.2714286,82.04689051,103.9473207,1.2852032,0.822660771,91.0,80.325,40.64317286,39.80774204,6.4305,3.939714286,3.24122375,1.055986449,1.067473196,0.925773552,12.878,1.753571429,4.585683237,4.717349368,106.006645,60.82947429,6.244357387,0.614021289,0.257209774,0.244639047,399.97342,57.12766857,169.808985,138.5791307,3.0,2.571428571,2.828427125,2.438027308,1.329661349,1.083356018,2,1.057142857,1.0,0.903507903
20.0,5,103.010254,68.89743155,76.29990788,39.58750643,1.386756437,1.203999758,192.981,36.73365936,66.1563517,72.12391647,770.22,1011.51,727.8459992,949.8579686,1.548550914,0.934647486,772.0,711.3172727,283.3093673,335.1817716,150.0,104.9636364,133.5625803,85.20890417,1.519309945,1.389319827,171,36.05454545,58.76053097,67.07145813,5503.4858,3103.652182,1151.451048,62.30763932,1.292731562,1.025859534,9778.571,1777.402364,3719.63542,4073.625014,82.226,107.0597273,55.18822578,75.44070943,1.383150513,0.827080748,135.97,77.27727273,48.91393568,50.13300081,7.7044,4.732909091,4.372162157,1.250009688,1.376280066,1.218361989,12.878,1.924545455,4.412944305,5.122942966,91.205316,43.99631636,8.270719086,0.658028734,0.484926963,0.561469767,399.97342,36.34913818,154.8327823,113.2896408,2.8,2.554545455,2.605171085,2.371283908,1.531778079,1.238159708,3,1.063636364,1.166190379,1.15669092
20.5,5,72.32465,52.18858908,58.63710174,35.68451732,1.44461203,1.32565708,121.3276,21.28714399,40.05351182,44.39893111,787.02,994.9204114,745.0910123,928.7447459,1.551741321,0.936976971,810.6,683.7875,279.1810982,343.095227,162.8,116.5205696,142.2453388,91.3490397,1.504459863,1.383342497,205,38.79746835,69.42449136,79.5819947,4963.4858,3027.918399,1096.147284,73.9293141,1.318041665,0.906808202,8958.571,2054.945525,3206.849096,3643.188131,65.23,107.4074367,42.65503213,84.01815556,1.253393884,0.781543282,127.05,74.72151899,54.60631465,50.455653,9.3044,5.399056962,5.160593357,1.407642417,1.390197361,1.126807763,13.578,2.896360759,4.963869201,5.671286847,102.805316,96.60415278,12.07793525,1.203266979,0.713636562,0.246036937,399.97342,91.75818899,151.0028713,165.8312502,2.4,2.087025316,2.352158045,2.071831316,1.589026915,1.262715328,1,1.026898734,0.489897949,0.281872153
21.4,4,76.83918,57.26493917,59.52650719,35.92172976,1.197475226,0.936180964,122.90607,36.75827446,44.37346151,53.01134724,803.65,1012.326714,755.4787881,941.5586808,1.32097658,0.777490753,772.0,742.4305714,303.0468982,352.8710287,150.0,104.0757143,130.2401621,83.99210576,1.27813758,1.111133872,164,50.48142857,63.83181025,66.64557629,4894.85725,3015.293714,770.2091032,54.18571873,1.059403331,0.767759391,8958.571,1676.163429,3248.660957,3597.311675,85.75,112.4634286,71.61432599,102.1652699,1.229359173,0.795001807,111.4,81.02871429,46.60329924,41.11287083,7.7555,3.863857143,3.801608743,1.041818714,1.091013184,0.947740526,12.878,1.744571429,5.017921955,4.702669331,107.506645,60.92376,6.962285214,0.618352349,0.301416322,0.247915459,399.97342,57.12766857,168.987637,138.5469859,2.5,2.285714286,2.449489743,2.245648524,1.366158848,1.043135179,1,1.104285714,0.5,0.451753951
22.0,4,64.6322175,56.49597043,48.77579155,35.49254941,1.139875458,0.904938704,122.90607,37.13037043,46.05908282,52.83406022,797.15,1012.061429,747.369611,941.1512011,1.318126067,0.778640236,772.0,741.9228571,307.2644179,353.1717163,145.5,103.8428571,127.3829773,83.89572683,1.28460887,1.113420911,147,50.15714286,59.8101162,66.29881182,4164.35725,2971.159429,590.9709365,53.34745519,0.923184667,0.725626586,8958.571,1667.383429,3573.861106,3595.565525,78.9425,112.0481429,42.53412988,99.10273937,1.071189549,0.777175023,138.63,81.37328571,55.27163304,42.04500729,7.0405,3.830285714,3.536760671,1.038407948,1.09101614,0.93261619,12.878,1.749428571,4.636979701,4.657002031,153.256645,63.54376,12.89427947,0.640761585,0.72616374,0.397472171,399.97342,57.12766857,162.9559785,139.4153285,2.25,2.271428571,2.213363839,2.232678522,1.368922361,1.029174687,1,1.114285714,0.433012702,0.44469664
22.0,5,70.40625,43.94236071,59.72596126,31.91135315,1.497519449,1.579512603,79.9606,6.166725,29.32136042,33.33605972,781.46,1028.071429,742.9327997,966.7758156,1.554511594,0.940603867,764.1,706.3857143,273.8346771,333.524577,162.8,108.1428571,143.7568551,85.65648659,1.517462069,1.559065946,171,17.71428571,62.95204524,72.56510096,5268.6858,2710.245143,1091.33524,48.87552629,1.265640638,1.23648236,10278.571,1279.183429,3849.167072,3753.457435,74.686,106.9542857,47.99552378,76.56520245,1.329908746,0.7705823,135.97,80.49571429,51.36083706,51.75008802,13.7444,6.526857143,6.251501243,1.264061262,1.221535006,1.366516525,35.778,2.444571429,11.97561378,9.640599321,118.205316,73.30090286,15.44647361,0.857060343,0.874523093,0.717753444,399.97342,57.12766857,148.9781978,138.0573619,3.0,2.357142857,2.701920077,2.226834968,1.494365083,1.390502467,4,0.928571429,1.549193338,1.04246568
22.2,6,82.15648333,46.34651923,68.91150247,33.50146917,1.667846154,1.618236729,124.90825,11.26553846,37.50722239,35.91373747,738.9833333,1005.972308,701.5168164,942.8977068,1.734347919,0.975872255,786.5,691.2507692,267.4120317,337.8603207,176.8333333,111.6923077,157.3282197,88.78497165,1.706834685,1.581389474,199,29.30769231,65.47624675,73.61373682,5497.238167,2930.923308,1474.551106,64.63752789,1.513067997,1.146462969,10278.571,1860.153615,3550.763328,3748.515579,70.82166667,107.5084615,48.5625874,76.41517335,1.538030591,0.812198793,135.97,75.72615385,47.6754131,51.30253845,12.60366667,5.605692308,6.355188696,1.342301508,1.415483077,1.392455758,35.778,2.601230769,11.22582442,7.12939617,100.6710967,92.83738923,15.00888216,1.172960384,0.959607073,0.445216929,399.97342,83.06261077,141.5367929,158.9463272,3.166666667,2.207692308,2.884499141,2.139889283,1.694415073,1.452679617,4,0.961538462,1.462494065,0.720001644
23.0,4,115.7944,82.55682,102.8945165,77.09966112,1.27437965,1.22742738,139.239,26.06696,54.80650023,33.87711007,768.975,784.8,748.1642279,765.4298639,1.360972659,1.067084608,443.7,361.118,167.5864758,163.5493993,175.0,159.02,167.9889863,151.9612501,1.345608616,1.175105736,139,55.74,50.42320894,50.863539,9640.25,6413.92,7633.333755,6017.486137,1.152040688,1.146470502,17940.0,2563.12,6990.767568,2684.597682,79.7375,45.562,45.71867638,32.6395655,0.931337762,0.929840136,191.35,28.71,77.76367545,38.3104249,17.375,18.324,15.72605208,16.47344984,1.294934203,0.958625843,19.7,10.68,7.317231375,8.019614953,54.5,55.04,47.4003979,48.8389102,1.276859771,0.971216223,61.0,28.6,23.58495283,22.53438262,4.0,3.66,3.662841501,3.440829101,1.305096372,1.047540015,4,1.88,1.58113883,1.242738911
23.0,6,76.026375,47.56227708,63.21210538,34.92073455,1.648903052,1.68446802,128.2426,10.89892292,38.98707028,35.7004036,752.1833333,983.2625,714.7667834,920.9572077,1.736265267,1.10899891,781.6,634.4041667,265.6505312,337.0728715,164.3333333,115.0833333,147.7055585,92.68827858,1.712553851,1.655842563,171,27.91666667,59.12322349,71.23430626,5157.904833,3066.9645,1423.263139,87.75102212,1.532981697,1.35443134,8958.571,1492.618833,3128.188198,3629.635833,61.455,97.19666667,38.13062135,62.47129579,1.430633807,0.807092837,135.97,70.16166667,51.6073295,57.31060669,8.937,5.5485,5.442428814,1.528973969,1.597062989,1.480809031,13.578,2.072333333,4.605241036,5.647348028,91.33776333,80.51329,14.28459695,1.458719635,0.900669535,0.635892031,399.97342,66.65337667,140.2310466,144.6810647,2.5,2.166666667,2.449489743,2.139826388,1.771623956,1.511117043,1,0.875,0.5,0.372677996
24.0,5,103.010254,82.827518,76.29990788,49.43252507,1.386756437,1.297339105,192.981,38.21842,66.1563517,75.41682954,770.22,943.1961111,727.8459992,881.9817316,1.548550914,1.151778435,772.0,547.5266667,283.3093673,336.9008557,150.0,116.7111111,133.5625803,96.40517086,1.519309945,1.54218619,171,22.28333333,58.76053097,66.56796768,5503.4858,3948.646222,1151.451048,150.033304,1.292731562,1.157421255,9778.571,2118.364889,3719.63542,4205.330214,82.226,101.0926111,55.18822578,72.2265411,1.383150513,1.040330116,135.97,62.28127778,48.91393568,49.34286013,7.7044,5.624777778,4.372162157,1.807983274,1.376280066,1.316468466,12.878,2.263,4.412944305,5.113788665,91.205316,52.69514667,8.270719086,1.281205795,0.484926963,0.564525995,399.97342,44.43263111,154.8327823,123.3835242,2.8,2.716666667,2.605171085,2.506050095,1.531778079,1.381871122,3,0.883333333,1.166190379,1.225991662
28.5,4,76.5177175,57.17514186,59.31009613,35.89136809,1.197273033,0.943560479,122.90607,36.451199,44.28945853,52.92413987,787.05,1011.484286,734.2196242,940.1969998,1.313008024,0.776332032,772.0,742.5,314.5059658,353.8942169,151.75,104.2,131.3021966,84.04112841,1.275273991,1.121818162,171,49.8,65.57962717,66.84857088,4434.35725,2986.588,674.4847514,53.75192856,0.99598278,0.745714935,8958.571,1667.383429,3402.856196,3591.749343,79.6075,112.0861429,48.47726468,99.84616881,1.096671769,0.779396614,135.97,81.33528571,54.37309692,41.94831028,6.9055,3.822571429,3.479474849,1.037439425,1.088575342,0.927479442,12.878,1.757142857,4.599064117,4.649635465,112.006645,61.18661714,8.339818346,0.625003896,0.403693221,0.269729743,399.97342,57.12766857,166.7423511,138.4800078,2.25,2.271428571,2.213363839,2.232678522,1.368922361,1.029174687,1,1.114285714,0.433012702,0.44469664
30.0,5,74.23165,51.89341018,60.51522055,35.43722845,1.453747136,1.328704152,121.3276,21.04696946,39.44587456,44.33582567,816.36,999.1823806,771.8910221,933.172421,1.552506364,0.931616321,810.6,689.7545027,282.3952592,342.3417102,160.0,115.71574,139.595299,90.68727499,1.501217585,1.377577013,205,38.62333594,69.92281459,79.42905018,4816.6858,2992.785774,1074.903488,70.97650234,1.322213067,0.893972021,8958.571,2041.027852,3084.729342,3632.153323,62.09,107.7344558,26.18682439,83.15772242,1.130427572,0.768654652,141.0,75.53563038,57.64474304,50.47510737,8.0144,5.30034769,4.549684585,1.375246547,1.384657053,1.094064059,12.878,2.93339859,4.438214668,5.623145563,111.005316,96.1613114,13.13117315,1.162349904,0.785623847,0.256371542,399.97342,91.13704412,150.6001991,165.4941682,2.2,2.078308536,2.168943542,2.064521663,1.594166699,1.241592153,1,1.046202036,0.4,0.268656489
33.2,4,76.5177175,56.76202608,59.31009613,35.83945169,1.197273033,1.005242513,122.90607,33.87474556,44.28945853,52.30956311,787.05,1010.021525,734.2196242,938.7408476,1.313008024,0.796685339,772.0,732.8494256,314.5059658,354.0143751,151.75,104.7834578,131.3021966,84.4043102,1.275273991,1.183050639,171,45.00430787,65.57962717,67.3453186,4434.35725,2959.104617,674.4847514,54.2048753,0.99598278,0.785066501,8958.571,1600.994464,3402.856196,3577.743461,79.6075,111.4044443,48.47726468,97.22895487,1.096671769,0.779343435,135.97,80.93939546,54.37309692,43.03135266,6.9055,3.861933946,3.479474849,1.048794943,1.088575342,0.985478713,12.878,1.754737507,4.599064117,4.669088506,112.006645,61.7713043,8.339818346,0.643015834,0.403693221,0.292062526,399.97342,57.42312419,166.7423511,138.6946145,2.25,2.260626077,2.213363839,2.222920698,1.368922361,1.062932834,1,1.085295807,0.433012702,0.438976224
34.0,5,78.67965,48.20235231,64.16471756,34.37967171,1.46270841,1.562528107,121.3276,8.121245566,39.45087525,38.48998205,745.0,999.6037446,698.3352994,936.258523,1.53933748,0.971256188,810.6,652.3905006,295.552371,338.0062496,175.4,113.5104454,152.2305959,90.05778464,1.504905418,1.570210635,205,17.57981868,72.68727537,75.31294315,3914.6858,2956.369954,880.2802937,71.33415608,1.273573595,0.902451491,8958.571,2118.285151,2928.943887,3652.334241,63.096,107.6383524,35.14367874,79.86383763,1.183052128,0.76497589,135.97,74.58277493,56.61322694,51.1247291,8.1444,5.375173039,4.627450897,1.397875629,1.389069213,1.202747997,12.878,2.981153331,4.426353515,5.661717795,94.005316,100.1322576,10.263155,1.267091562,0.576258025,0.271957659,399.97342,94.5859135,153.3968732,167.2076415,2.2,2.078833268,2.168943542,2.064960959,1.594166699,1.319721447,1,0.896334253,0.4,0.269478355
35.0,4,76.5177175,56.95534699,59.31009613,35.82056011,1.197273033,0.967067791,122.90607,35.48037556,44.28945853,52.69023382,787.05,1011.518143,734.2196242,940.2554053,1.313008024,0.782849216,772.0,740.1471429,314.5059658,353.8495886,151.75,104.3028571,131.3021966,84.08294525,1.275273991,1.145535882,171,48.02571429,65.57962717,67.00647937,4434.35725,2971.519429,674.4847514,53.55674557,0.99598278,0.760354713,8958.571,1641.043429,3402.856196,3585.833477,79.6075,111.9019857,48.47726468,98.98315594,1.096671769,0.77838318,135.97,81.3073,54.37309692,42.31538047,6.9055,3.829857143,3.479474849,1.038502122,1.088575342,0.950186201,12.878,1.744571429,4.599064117,4.654840735,112.006645,61.28090286,8.339818346,0.627662404,0.403693221,0.278146207,399.97342,57.12766857,166.7423511,138.4546545,2.25,2.267142857,2.213363839,2.228802148,1.368922361,1.041285161,1,1.105714286,0.433012702,0.442467571
35.7,5,62.151602,50.37519525,29.79410073,22.25712235,1.294090884,1.350425054,137.89753,18.478415,45.43081254,37.06439014,829.42,897.8775,786.2023405,857.6569024,1.555048244,1.436324444,770.2,287.2425,279.8316737,272.6308562,142.4,129.325,128.9520742,116.3306697,1.52828995,1.525819232,142,25.75,53.69022257,52.42584644,4259.41798,4132.472475,521.6284954,312.1929275,1.270457257,1.143997649,7873.9101,1968.477525,2975.265143,3142.564032,44.874,47.13975,28.69723873,30.31558171,1.333952042,1.210630572,75.63,19.19775,30.11121891,31.59713084,11.3796,12.4815,6.485721485,6.385632667,1.267695374,1.110580407,27.142,6.7855,9.199853077,9.973077697,68.4361,68.270125,17.93120724,15.83049796,1.061582054,1.077710113,199.8195,34.954875,71.40382856,67.35817083,2.8,2.825,2.459509486,2.412610192,1.494403211,1.387699797,4,1.025,1.326649916,1.464368465
38.0,4,105.313925,76.633,73.08837625,42.60541747,1.125848179,1.158646411,188.3839,31.38369091,71.69592382,75.21947997,787.375,982.4,733.5131831,905.2205256,1.312111866,0.877226856,810.6,648.5090909,315.7247644,367.1544411,150.5,113.7272727,128.7400252,88.96303815,1.258780504,1.300360733,205,32.81818182,72.58271144,79.35317019,6080.35725,3608.052182,854.2626652,67.47472444,0.998141383,0.952104272,11848.571,2153.766,4613.600137,4695.920534,74.6375,95.2,48.34852387,65.95197731,1.057683485,0.64537039,127.05,74.91818182,57.15423623,58.66271466,6.3805,3.530181818,3.144060445,1.053298847,1.044180734,1.17877375,12.878,1.333454545,4.755422247,4.243729959,116.006645,48.01449818,9.686376066,0.808664223,0.483727932,0.700428338,399.97342,36.34913818,164.7800306,112.6219306,2.25,2.181818182,2.213363839,2.153012683,1.368922361,1.198849313,1,0.909090909,0.433012702,0.385694608
38.0,5,57.335882,70.293508,24.79532544,44.88005905,1.201351792,1.157543629,137.89753,34.650772,48.67570172,45.93860589,974.16,889.74,922.8090953,845.1224472,1.558786702,1.561226064,772.0,138.2025,304.3410035,283.0997278,113.2,128.625,97.52506167,114.4336952,1.476081368,1.349101048,147,44.775,57.26918892,53.93268374,3949.70378,4937.006818,128.9143948,644.6758541,1.089622528,1.089398309,7873.9101,1968.493258,3303.66231,2961.231888,72.6,67.06,59.02838355,53.07218352,1.440541538,1.4230033,125.3,20.6375,41.32621444,41.67939419,9.716,12.0307,3.125628194,5.152692038,1.018660572,0.980511189,27.478,6.88615,10.25453429,10.22982084,28.441416,35.518189,3.008254161,7.017267356,0.9228408,0.916860818,78.97342,19.7453485,31.19443081,31.07991019,2.8,3.175,2.459509486,2.92404046,1.494403211,1.380284467,4,1.175,1.326649916,1.201821534
